location,forecast_date,target,target_end_date,type,quantile,value,pop
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.35,230.6814,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.4,250.9366,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.45,267.82855,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.5,286.6885,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.55,309.412,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.6,329.6064,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.65,352.25435,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.7,376.618,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.75,402.58975,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.8,433.3772,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.85,475.389,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.9,524.9729,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.95,605.79245,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.975,685.106625,4903185
01,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.99,809.86723,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,point,,312.8125,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.01,59.04565,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.025,85.544625,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.05,105.88,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.1,139.931,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.15,168.35875,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.2,192.188,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.25,211.781,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.3,229.2668,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.35,247.6206,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.4,267.04,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.45,287.50245,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.5,312.8125,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.55,331.181,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.6,351.9864,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.65,376.18335,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.7,401.3987,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.75,439.89475,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.8,478.363,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.85,508.42505,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.9,566.4491,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.95,676.7463,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.975,777.768725,4903185
01,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.99,940.8713,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,point,,323.433,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.01,46.94085,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.025,77.142875,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.05,104.295,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.1,140.8565,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.15,167.825,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.2,192.5032,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.25,216.092,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.3,237.9012,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.35,260.646,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.4,285.291,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.45,303.057,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.5,323.433,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.55,347.188,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.6,374.809,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.65,400.724,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.7,429.6447,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.75,466.2385,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.8,514.4764,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.85,563.57305,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.9,622.1381,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.95,733.05645,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.975,840.10445,4903185
01,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.99,1110.43471,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,point,,5134.3875,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.01,4945.7304,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.025,4961.98275,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.05,4980.27075,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.1,5006.436,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.15,5029.39,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.2,5046.652,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.25,5064.293,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.3,5077.0772,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.35,5090.552,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.4,5101.6036,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.45,5117.57355,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.5,5134.3875,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.55,5149.43545,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.6,5166.1714,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.65,5188.13435,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.7,5211.2533,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.75,5242.4025,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.8,5269.3566,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.85,5292.2637,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.9,5346.4958,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.95,5417.88525,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.975,5509.723875,4903185
01,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.99,5611.6626,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,point,,5421.076,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.01,5003.5658,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.025,5044.831125,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.05,5088.18725,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.1,5149.404,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.15,5191.985,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.2,5225.932,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.25,5260.809,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.3,5290.2932,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.35,5321.2334,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.4,5352.5402,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.45,5385.4021,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.5,5421.076,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.55,5458.84745,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.6,5495.7778,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.65,5540.3887,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.7,5587.8713,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.75,5644.99225,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.8,5702.7338,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.85,5767.6527,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.9,5871.4687,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.95,6023.6777,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.975,6194.8305,4903185
01,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.99,6421.52983,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,point,,5733.8885,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.01,5062.61145,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.025,5130.37575,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.05,5194.06725,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.1,5289.335,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.15,5360.34375,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.2,5418.12,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.25,5472.59,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.3,5519.56,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.35,5568.854,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.4,5619.5802,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.45,5672.90455,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.5,5733.8885,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.55,5790.02845,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.6,5847.7642,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.65,5916.57205,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.7,5989.27,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.75,6084.887,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.8,6181.0968,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.85,6276.07775,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.9,6437.9178,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.95,6700.424,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.975,6972.599225,4903185
01,2021-01-04,3 wk ahead cum death,2021-01-23,quantile,0.99,7362.40113,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,point,,6057.3215,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.01,5109.5523,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.025,5207.518625,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.05,5298.36225,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.1,5430.1915,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.15,5528.16875,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.2,5610.6232,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.25,5688.682,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.3,5757.4612,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.35,5829.5,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.4,5904.8712,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.45,5975.96155,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.5,6057.3215,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.55,6137.21645,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.6,6222.5732,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.65,6317.29605,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.7,6418.9147,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.75,6551.1255,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.8,6695.5732,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.85,6839.6508,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.9,7060.0559,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.95,7433.48045,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.975,7812.703675,4903185
01,2021-01-04,4 wk ahead cum death,2021-01-30,quantile,0.99,8472.83584,4903185
02,2021-01-04,1 wk ahead inc death,2021-01-09,point,,15.312,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.01,1.05,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.025,2.535,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.05,3.995,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.1,5.97,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.15,7.43,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.2,8.4768,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.25,9.62,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.3,10.62,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.35,12.144,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.4,13.234,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.45,14.773,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.5,15.312,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.55,16.851,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.6,17.851,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.65,19.312,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.7,20.851,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.75,22.312,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.8,24.851,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.85,27.20335,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.9,30.568,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.95,35.568,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.975,39.997,731545
02,2021-01-04,1 wk ahead inc death,2021-01-09,quantile,0.99,47.01429,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,point,,21.163,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.01,2,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.025,3.442875,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.05,4.915,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.1,7.37,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.15,9.83,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.2,11.764,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.25,13.288,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.3,15.336,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.35,16.86,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.4,18.624,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.45,19.95555,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.5,21.163,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.55,23.241,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.6,24.78,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.65,26.319,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.7,28.858,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.75,30.397,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.8,33.397,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.85,37.133,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.9,41.562,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.95,49.899,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.975,58.575725,731545
02,2021-01-04,2 wk ahead inc death,2021-01-16,quantile,0.99,76.432,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,point,,27.085,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.01,2.45515,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.025,4.405,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.05,6.35,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.1,9.295,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.15,11.24,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.2,14.24,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.25,16.288,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.3,18.336,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.35,20.336,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.4,22.546,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.45,24.546,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.5,27.085,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.55,29.085,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.6,31.624,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.65,34.2463500000001,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.7,37.546,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.75,40.546,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.8,45.007,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.85,51.71,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.9,59.713,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.95,76.31445,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.975,102.598,731545
02,2021-01-04,3 wk ahead inc death,2021-01-23,quantile,0.99,142.93787,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,point,,34.39,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.01,2.435,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.025,4.857875,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.05,7.3,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.1,11.22,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.15,14.14,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.2,17.764,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.25,20.121,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.3,23.1308,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.35,25.288,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.4,28.929,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.45,31.468,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.5,34.39,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.55,38.312,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.6,41.773,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.65,46.7003500000001,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.7,51.844,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.75,57.61,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.8,66.681,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.85,76.157,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.9,96.2149,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.95,124.8211,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.975,156.1578,731545
02,2021-01-04,4 wk ahead inc death,2021-01-30,quantile,0.99,205.85116,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,point,,230.312,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.01,216.05,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.025,217.535,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.05,218.995,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.1,220.97,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.15,222.43,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.2,223.4768,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.25,224.62,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.3,225.62,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.35,227.144,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.4,228.234,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.45,229.773,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.5,230.312,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.55,231.851,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.6,232.851,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.65,234.312,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.7,235.851,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.75,237.312,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.8,239.851,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.85,242.20335,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.9,245.568,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.95,250.568,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.975,254.997,731545
02,2021-01-04,1 wk ahead cum death,2021-01-09,quantile,0.99,262.01429,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,point,,251.475,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.01,218.05,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.025,220.977875,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.05,223.91,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.1,228.34,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.15,232.26,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.2,235.2408,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.25,237.908,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.3,240.956,731545
02,2021-01-04,2 wk ahead cum death,2021-01-16,quantile,0.35,244.004,731545
