location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility
08,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
08,UT-Mobility,eligible,"NA","NA",eligible
08,YYG-ParamSearch,eligible,"NA","NA",eligible
09,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
09,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
09,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
09,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
09,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
09,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
09,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
09,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
09,UMass-MechBayes,eligible,"NA","NA",eligible
09,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
09,UT-Mobility,eligible,"NA","NA",eligible
09,YYG-ParamSearch,eligible,"NA","NA",eligible
10,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
10,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
10,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
10,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
10,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
10,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
10,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
10,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
10,UMass-MechBayes,eligible,"NA","NA",eligible
10,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
10,UT-Mobility,eligible,"NA","NA",eligible
10,YYG-ParamSearch,eligible,"NA","NA",eligible
11,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
11,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
11,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
11,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
11,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
11,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA",ineligible
11,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
11,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
11,UMass-MechBayes,eligible,"NA","NA",eligible
11,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
11,UT-Mobility,eligible,"NA","NA",eligible
11,YYG-ParamSearch,eligible,"NA","NA",eligible
12,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
12,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
12,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
12,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
12,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
12,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
12,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
12,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
12,UMass-MechBayes,eligible,"NA","NA",eligible
12,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
12,UT-Mobility,eligible,"NA","NA",eligible
12,YYG-ParamSearch,eligible,"NA","NA",eligible
13,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
13,GT_CHHS-COVID19,eligible,"NA","NA",eligible
13,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
13,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
13,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
13,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
13,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
13,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
13,UMass-MechBayes,eligible,"NA","NA",eligible
13,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
13,UT-Mobility,eligible,"NA","NA",eligible
13,YYG-ParamSearch,eligible,"NA","NA",eligible
15,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
15,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
15,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
15,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
15,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
15,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
15,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
15,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
15,UMass-MechBayes,eligible,"NA","NA",eligible
15,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
15,UT-Mobility,eligible,"NA","NA",eligible
15,YYG-ParamSearch,eligible,"NA","NA",eligible
16,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
16,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
16,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
16,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
16,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
16,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
16,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
16,SWC-TerminusCM,missing required forecasts,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
16,UMass-MechBayes,eligible,"NA","NA",eligible
16,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
16,UT-Mobility,eligible,"NA","NA",eligible
16,YYG-ParamSearch,eligible,"NA","NA",eligible
17,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
17,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
17,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
17,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
17,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
17,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
17,NotreDame-FRED,eligible,"NA","NA",eligible
17,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
17,UMass-MechBayes,eligible,"NA","NA",eligible
17,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
17,UT-Mobility,eligible,"NA","NA",eligible
17,YYG-ParamSearch,eligible,"NA","NA",eligible
18,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
18,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
18,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
18,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
18,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
18,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
18,NotreDame-FRED,eligible,"NA","NA",eligible
18,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
18,UMass-MechBayes,eligible,"NA","NA",eligible
18,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
18,UT-Mobility,eligible,"NA","NA",eligible
18,YYG-ParamSearch,eligible,"NA","NA",eligible
19,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
19,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
19,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
19,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
19,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
19,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
19,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
19,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
19,UMass-MechBayes,eligible,"NA","NA",eligible
19,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
19,UT-Mobility,eligible,"NA","NA",eligible
19,YYG-ParamSearch,eligible,"NA","NA",eligible
20,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
20,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
20,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
20,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
20,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
20,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
20,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
20,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
20,UMass-MechBayes,eligible,"NA","NA",eligible
20,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
20,UT-Mobility,eligible,"NA","NA",eligible
20,YYG-ParamSearch,eligible,"NA","NA",eligible
21,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
21,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
21,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
21,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
21,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
21,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
21,NotreDame-FRED,eligible,"NA","NA",eligible
21,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
21,UMass-MechBayes,eligible,"NA","NA",eligible
21,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
21,UT-Mobility,eligible,"NA","NA",eligible
21,YYG-ParamSearch,eligible,"NA","NA",eligible
22,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
22,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
22,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
22,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
22,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
22,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
22,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
22,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
22,UMass-MechBayes,eligible,"NA","NA",eligible
22,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
22,UT-Mobility,eligible,"NA","NA",eligible
22,YYG-ParamSearch,eligible,"NA","NA",eligible
23,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
23,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
23,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
23,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
23,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
23,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
23,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
23,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
23,UMass-MechBayes,eligible,"NA","NA",eligible
23,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
23,UT-Mobility,eligible,"NA","NA",eligible
23,YYG-ParamSearch,eligible,"NA","NA",eligible
24,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
24,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
24,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
24,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
24,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
24,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
24,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
24,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
24,UMass-MechBayes,eligible,"NA","NA",eligible
24,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
24,UT-Mobility,eligible,"NA","NA",eligible
24,YYG-ParamSearch,eligible,"NA","NA",eligible
25,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
25,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
25,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
25,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
25,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
25,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
25,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
25,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
25,UMass-MechBayes,eligible,"NA","NA",eligible
25,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
25,UT-Mobility,eligible,"NA","NA",eligible
25,YYG-ParamSearch,eligible,"NA","NA",eligible
26,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
26,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
26,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
26,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
26,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
26,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
26,NotreDame-FRED,eligible,"NA","NA",eligible
26,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
26,UMass-MechBayes,eligible,"NA","NA",eligible
26,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
26,UT-Mobility,eligible,"NA","NA",eligible
26,YYG-ParamSearch,eligible,"NA","NA",eligible
27,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
27,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
27,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
27,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
27,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
27,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
27,NotreDame-FRED,eligible,"NA","NA",eligible
27,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
27,UMass-MechBayes,eligible,"NA","NA",eligible
27,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
27,UT-Mobility,eligible,"NA","NA",eligible
27,YYG-ParamSearch,eligible,"NA","NA",eligible
28,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
28,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
28,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
28,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
28,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
28,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
28,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
28,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
28,UMass-MechBayes,eligible,"NA","NA",eligible
28,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
28,UT-Mobility,eligible,"NA","NA",eligible
28,YYG-ParamSearch,eligible,"NA","NA",eligible
29,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
29,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
29,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
29,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
29,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
29,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
29,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
29,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
29,UMass-MechBayes,eligible,"NA","NA",eligible
29,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
29,UT-Mobility,eligible,"NA","NA",eligible
29,YYG-ParamSearch,eligible,"NA","NA",eligible
30,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
30,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
30,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
30,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
30,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
30,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
30,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
30,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
30,UMass-MechBayes,eligible,"NA","NA",eligible
30,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
30,UT-Mobility,eligible,"NA","NA",eligible
30,YYG-ParamSearch,eligible,"NA","NA",eligible
31,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
31,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
31,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
31,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
31,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
31,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
31,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
31,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
31,UMass-MechBayes,eligible,"NA","NA",eligible
31,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
31,UT-Mobility,eligible,"NA","NA",eligible
31,YYG-ParamSearch,eligible,"NA","NA",eligible
32,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
32,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
32,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
32,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
32,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
32,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
32,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
32,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
32,UMass-MechBayes,eligible,"NA","NA",eligible
32,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
32,UT-Mobility,eligible,"NA","NA",eligible
32,YYG-ParamSearch,eligible,"NA","NA",eligible
33,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
33,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
33,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
33,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
33,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
33,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
33,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
33,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
33,UMass-MechBayes,eligible,"NA","NA",eligible
33,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
33,UT-Mobility,eligible,"NA","NA",eligible
33,YYG-ParamSearch,eligible,"NA","NA",eligible
34,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
34,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
34,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
34,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
34,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
34,SWC-TerminusCM,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,UMass-MechBayes,eligible,"NA","NA",eligible
34,USACE-ERDC_SEIR,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
34,UT-Mobility,eligible,"NA","NA",eligible
34,YYG-ParamSearch,eligible,"NA","NA",eligible
35,CAN-SEIR_CAN,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
35,GT_CHHS-COVID19,missing required forecasts,"NA","NA",ineligible
35,IHME-CurveFit,eligible,"NA","NA",Visual misalignment of predictive quantiles with JHU reference data.
35,Imperial-Ensemble2,missing required forecasts,"NA","NA",ineligible
35,JHU_IDD-CovidSP,eligible,"NA","NA",eligible
35,MOBS-GLEAM_COVID,eligible,"NA","NA",eligible
35,NotreDame-FRED,missing required forecasts,"NA","NA",ineligible
