location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility
02,UMass-MechBayes,eligible,eligible,eligible,eligible
02,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
02,UT-Mobility,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
02,YYG-ParamSearch,eligible,eligible,eligible,eligible
04,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
04,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
04,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
04,CU-select,eligible,eligible,eligible,eligible
04,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
04,IHME-CurveFit,eligible,eligible,eligible,eligible
04,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
04,IowaStateLW-STEM,eligible,eligible,eligible,eligible
04,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
04,LANL-GrowthRate,eligible,eligible,eligible,eligible
04,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
04,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
04,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
04,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
04,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
04,UCLA-SuEIR,eligible,eligible,eligible,eligible
04,UMass-MechBayes,eligible,eligible,eligible,eligible
04,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
04,UT-Mobility,eligible,eligible,eligible,eligible
04,YYG-ParamSearch,eligible,eligible,eligible,eligible
05,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
05,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
05,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
05,CU-select,eligible,eligible,eligible,eligible
05,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
05,IHME-CurveFit,eligible,eligible,eligible,eligible
05,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
05,IowaStateLW-STEM,eligible,eligible,eligible,eligible
05,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
05,LANL-GrowthRate,eligible,eligible,eligible,eligible
05,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
05,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
05,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
05,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
05,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
05,UCLA-SuEIR,eligible,eligible,eligible,eligible
05,UMass-MechBayes,eligible,eligible,eligible,eligible
05,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
05,UT-Mobility,eligible,eligible,eligible,eligible
05,YYG-ParamSearch,eligible,eligible,eligible,eligible
06,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
06,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
06,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
06,CU-select,eligible,eligible,eligible,eligible
06,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
06,IHME-CurveFit,eligible,eligible,eligible,eligible
06,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
06,IowaStateLW-STEM,eligible,eligible,eligible,eligible
06,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
06,LANL-GrowthRate,eligible,eligible,eligible,eligible
06,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
06,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
06,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
06,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
06,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
06,UCLA-SuEIR,eligible,eligible,eligible,eligible
06,UMass-MechBayes,eligible,eligible,eligible,eligible
06,USACE-ERDC_SEIR,eligible,eligible,eligible,eligible
06,UT-Mobility,eligible,eligible,eligible,eligible
06,YYG-ParamSearch,eligible,eligible,eligible,eligible
08,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
08,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
08,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
08,CU-select,eligible,eligible,eligible,eligible
08,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
08,IHME-CurveFit,eligible,eligible,eligible,eligible
08,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
08,IowaStateLW-STEM,eligible,eligible,eligible,eligible
08,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
08,LANL-GrowthRate,eligible,eligible,eligible,eligible
08,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
08,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
08,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
08,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
08,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
08,UCLA-SuEIR,eligible,eligible,eligible,eligible
08,UMass-MechBayes,eligible,eligible,eligible,eligible
08,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
08,UT-Mobility,eligible,eligible,eligible,eligible
08,YYG-ParamSearch,eligible,eligible,eligible,eligible
09,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
09,CAN-SEIR_CAN,eligible,eligible,decreasing quantiles over time,Visual misalignment of predictive quantiles with JHU reference data.
09,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
09,CU-select,eligible,eligible,eligible,eligible
09,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
09,IHME-CurveFit,eligible,eligible,eligible,eligible
09,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
09,IowaStateLW-STEM,eligible,eligible,eligible,eligible
09,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
09,LANL-GrowthRate,eligible,eligible,eligible,eligible
09,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
09,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
09,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
09,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
09,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
09,UCLA-SuEIR,eligible,eligible,eligible,eligible
09,UMass-MechBayes,eligible,eligible,eligible,eligible
09,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
09,UT-Mobility,eligible,eligible,eligible,eligible
09,YYG-ParamSearch,eligible,eligible,eligible,eligible
10,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
10,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
10,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
10,CU-select,eligible,eligible,eligible,eligible
10,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
10,IHME-CurveFit,eligible,eligible,eligible,eligible
10,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
10,IowaStateLW-STEM,eligible,eligible,eligible,eligible
10,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
10,LANL-GrowthRate,eligible,eligible,eligible,eligible
10,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
10,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
10,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
10,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
10,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
10,UCLA-SuEIR,eligible,eligible,eligible,eligible
10,UMass-MechBayes,eligible,eligible,eligible,eligible
10,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
10,UT-Mobility,eligible,eligible,eligible,eligible
10,YYG-ParamSearch,eligible,eligible,eligible,eligible
11,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
11,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
11,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
11,CU-select,eligible,eligible,eligible,eligible
11,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
11,IHME-CurveFit,eligible,eligible,eligible,eligible
11,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
11,IowaStateLW-STEM,eligible,eligible,eligible,eligible
11,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
11,LANL-GrowthRate,eligible,eligible,eligible,eligible
11,MOBS-GLEAM_COVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
11,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
11,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
11,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
11,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
11,UCLA-SuEIR,eligible,eligible,eligible,eligible
11,UMass-MechBayes,eligible,eligible,eligible,eligible
11,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
11,UT-Mobility,eligible,eligible,eligible,eligible
11,YYG-ParamSearch,eligible,eligible,eligible,eligible
12,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
12,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
12,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
12,CU-select,eligible,eligible,eligible,eligible
12,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
12,IHME-CurveFit,eligible,eligible,eligible,eligible
12,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
12,IowaStateLW-STEM,eligible,eligible,eligible,eligible
12,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
12,LANL-GrowthRate,eligible,eligible,eligible,eligible
12,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
12,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
12,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
12,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
12,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
12,UCLA-SuEIR,eligible,eligible,eligible,eligible
12,UMass-MechBayes,eligible,eligible,eligible,eligible
12,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
12,UT-Mobility,eligible,eligible,eligible,eligible
12,YYG-ParamSearch,eligible,eligible,eligible,eligible
13,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
13,CAN-SEIR_CAN,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,Visual misalignment of predictive quantiles with JHU reference data.
13,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
13,CU-select,eligible,eligible,eligible,eligible
13,GT_CHHS-COVID19,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
13,IHME-CurveFit,eligible,eligible,eligible,eligible
13,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
13,IowaStateLW-STEM,eligible,eligible,eligible,eligible
13,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
13,LANL-GrowthRate,eligible,eligible,eligible,eligible
13,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
13,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
13,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
13,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
13,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
13,UCLA-SuEIR,eligible,eligible,eligible,eligible
13,UMass-MechBayes,eligible,eligible,eligible,eligible
13,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
13,UT-Mobility,eligible,eligible,eligible,eligible
13,YYG-ParamSearch,eligible,eligible,eligible,eligible
15,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
15,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
15,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
15,CU-select,eligible,eligible,eligible,eligible
15,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
15,IHME-CurveFit,eligible,eligible,eligible,eligible
15,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
15,IowaStateLW-STEM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
15,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
15,LANL-GrowthRate,eligible,eligible,eligible,eligible
15,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
15,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
15,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
15,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
15,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
15,UCLA-SuEIR,eligible,eligible,eligible,eligible
15,UMass-MechBayes,eligible,eligible,eligible,eligible
15,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
15,UT-Mobility,eligible,eligible,eligible,eligible
15,YYG-ParamSearch,eligible,eligible,eligible,eligible
16,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
16,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
16,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
16,CU-select,eligible,eligible,eligible,eligible
16,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
16,IHME-CurveFit,eligible,eligible,eligible,eligible
16,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
16,IowaStateLW-STEM,eligible,eligible,eligible,eligible
16,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
16,LANL-GrowthRate,eligible,eligible,eligible,eligible
16,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
16,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
16,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
16,SWC-TerminusCM,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.
16,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
16,UCLA-SuEIR,eligible,eligible,eligible,eligible
16,UMass-MechBayes,eligible,eligible,eligible,eligible
16,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
16,UT-Mobility,eligible,eligible,eligible,eligible
16,YYG-ParamSearch,eligible,eligible,eligible,eligible
17,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
17,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
17,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
17,CU-select,eligible,eligible,eligible,eligible
17,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
17,IHME-CurveFit,eligible,eligible,eligible,eligible
17,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
17,IowaStateLW-STEM,eligible,eligible,eligible,eligible
17,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
17,LANL-GrowthRate,eligible,eligible,eligible,eligible
17,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
17,NotreDame-FRED,eligible,eligible,eligible,eligible
17,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
17,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
17,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
17,UCLA-SuEIR,eligible,eligible,eligible,eligible
17,UMass-MechBayes,eligible,eligible,eligible,eligible
17,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
17,UT-Mobility,eligible,eligible,eligible,eligible
17,YYG-ParamSearch,eligible,eligible,eligible,eligible
18,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
18,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
18,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
18,CU-select,eligible,eligible,eligible,eligible
18,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
18,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
18,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
18,IowaStateLW-STEM,eligible,eligible,eligible,eligible
18,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
18,LANL-GrowthRate,eligible,eligible,eligible,eligible
18,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
18,NotreDame-FRED,eligible,eligible,eligible,eligible
18,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
18,SWC-TerminusCM,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,Visual misalignment of predictive quantiles with JHU reference data.
18,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
18,UCLA-SuEIR,eligible,eligible,eligible,eligible
18,UMass-MechBayes,eligible,eligible,eligible,eligible
18,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
18,UT-Mobility,eligible,eligible,eligible,eligible
18,YYG-ParamSearch,eligible,eligible,eligible,eligible
19,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
19,CAN-SEIR_CAN,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
19,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible
19,CU-select,eligible,eligible,eligible,eligible
19,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
19,IHME-CurveFit,eligible,eligible,eligible,eligible
19,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
19,IowaStateLW-STEM,eligible,eligible,eligible,eligible
19,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible
19,LANL-GrowthRate,eligible,eligible,eligible,eligible
19,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible
19,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible
19,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
19,SWC-TerminusCM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
19,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.
19,UCLA-SuEIR,eligible,eligible,eligible,eligible
19,UMass-MechBayes,eligible,eligible,eligible,eligible
19,USACE-ERDC_SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible
19,UT-Mobility,eligible,eligible,eligible,eligible
19,YYG-ParamSearch,eligible,eligible,eligible,eligible
