location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,baseline_eligibility,overall_eligibility
04,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
04,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
04,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
04,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
04,RobertWalraven-ESG,eligible,eligible,decreasing quantiles over time,"NA",ineligible
04,RPI_UW-Mob_Collision,eligible,eligible,decreasing quantiles over time,"NA",ineligible
04,SteveMcConnell-CovidComplete,eligible,eligible,eligible,"NA",eligible
04,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
04,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
04,UCM_MESALab-FoGSEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
04,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
04,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
04,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
04,UT-Mobility,eligible,eligible,eligible,"NA",eligible
04,WalmartLabsML-LogForecasting,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
04,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
05,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,CEID-Walk,eligible,eligible,eligible,"NA",eligible
05,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,Covid19Sim-Simulator,eligible,eligible,eligible,"NA",eligible
05,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
05,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,CU-select,eligible,eligible,eligible,"NA",eligible
05,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
05,epiforecasts-ensemble1,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
05,Google_Harvard-CPF,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
05,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
05,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
05,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
05,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
05,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
05,LNQ-ens1,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,MITCovAlliance-SIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
05,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
05,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
05,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
05,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
05,RPI_UW-Mob_Collision,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,SteveMcConnell-CovidComplete,eligible,eligible,eligible,"NA",eligible
05,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
05,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
05,UCM_MESALab-FoGSEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
05,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
05,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
05,UT-Mobility,eligible,eligible,eligible,"NA",eligible
05,WalmartLabsML-LogForecasting,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
05,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
06,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,CEID-Walk,eligible,eligible,eligible,"NA",eligible
06,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
06,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
06,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,CU-select,eligible,eligible,eligible,"NA",eligible
06,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
06,epiforecasts-ensemble1,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
06,Google_Harvard-CPF,missing required forecasts,quantile 0.1 of forecast for horizon 1 is less than most recent observed,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
06,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
06,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
06,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
06,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
06,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
06,LNQ-ens1,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,MITCovAlliance-SIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
06,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
06,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
06,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
06,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
06,RPI_UW-Mob_Collision,eligible,eligible,eligible,"NA",eligible
06,SteveMcConnell-CovidComplete,eligible,eligible,eligible,"NA",eligible
06,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
06,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
06,UCM_MESALab-FoGSEIR,eligible,eligible,eligible,"NA",eligible
06,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
06,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
06,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
06,UT-Mobility,eligible,eligible,eligible,"NA",eligible
06,WalmartLabsML-LogForecasting,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
06,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
08,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,CEID-Walk,eligible,eligible,eligible,"NA",eligible
08,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,Covid19Sim-Simulator,eligible,eligible,eligible,"NA",eligible
08,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
08,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,CU-select,eligible,eligible,eligible,"NA",eligible
08,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
08,epiforecasts-ensemble1,eligible,eligible,decreasing quantiles over time,"NA",ineligible
08,Google_Harvard-CPF,missing required forecasts,quantile 0.1 of forecast for horizon 1 is less than most recent observed,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,GT-DeepCOVID,eligible,eligible,eligible,"NA",eligible
08,IHME-CurveFit,eligible,eligible,eligible,"NA",eligible
08,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
08,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
08,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
08,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
08,LNQ-ens1,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,MITCovAlliance-SIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
08,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
08,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
08,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
08,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,RobertWalraven-ESG,eligible,eligible,eligible,"NA",eligible
08,RPI_UW-Mob_Collision,eligible,eligible,eligible,"NA",eligible
08,SteveMcConnell-CovidComplete,eligible,eligible,eligible,"NA",eligible
08,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
08,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
08,UCM_MESALab-FoGSEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
08,UMich-RidgeTfReg,eligible,eligible,eligible,"NA",eligible
08,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
08,UT-Mobility,eligible,eligible,eligible,"NA",eligible
08,WalmartLabsML-LogForecasting,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
08,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
09,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,CEID-Walk,eligible,eligible,eligible,"NA",eligible
09,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
09,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
09,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,CU-select,eligible,eligible,eligible,"NA",eligible
09,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
09,epiforecasts-ensemble1,eligible,eligible,decreasing quantiles over time,"NA",ineligible
09,Google_Harvard-CPF,missing required forecasts,quantile 0.1 of forecast for horizon 1 is less than most recent observed,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,GT-DeepCOVID,eligible,eligible,decreasing quantiles over time,"NA",ineligible
09,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
09,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
09,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
09,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
09,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
09,LNQ-ens1,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,MITCovAlliance-SIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
09,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
09,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
09,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
09,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,RobertWalraven-ESG,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,decreasing quantiles over time,"NA",ineligible
09,RPI_UW-Mob_Collision,eligible,eligible,decreasing quantiles over time,"NA",ineligible
09,SteveMcConnell-CovidComplete,eligible,eligible,eligible,"NA",eligible
09,UA-EpiCovDA,eligible,eligible,eligible,"NA",eligible
09,UCLA-SuEIR,eligible,eligible,eligible,"NA",eligible
09,UCM_MESALab-FoGSEIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,UMass-MechBayes,eligible,eligible,eligible,"NA",eligible
09,UMich-RidgeTfReg,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,USACE-ERDC_SEIR,eligible,eligible,eligible,"NA",eligible
09,UT-Mobility,eligible,eligible,eligible,"NA",eligible
09,WalmartLabsML-LogForecasting,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
09,YYG-ParamSearch,eligible,eligible,eligible,"NA",eligible
10,Auquan-SEIR,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,CEID-Walk,eligible,eligible,eligible,"NA",eligible
10,Columbia_UNC-SurvCon,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,Covid19Sim-Simulator,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
10,CovidAnalytics-DELPHI,eligible,eligible,eligible,"NA",eligible
10,COVIDhub-baseline,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,CU-select,eligible,eligible,eligible,"NA",eligible
10,DDS-NBDS,eligible,eligible,eligible,"NA",eligible
10,epiforecasts-ensemble1,eligible,eligible,decreasing quantiles over time,"NA",ineligible
10,Google_Harvard-CPF,missing required forecasts,quantile 0.1 of forecast for horizon 1 is less than most recent observed,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,GT-DeepCOVID,eligible,eligible,decreasing quantiles over time,"NA",ineligible
10,IHME-CurveFit,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,"NA",ineligible
10,IowaStateLW-STEM,eligible,eligible,eligible,"NA",eligible
10,JHU_IDD-CovidSP,eligible,eligible,eligible,"NA",eligible
10,Karlen-pypm,eligible,eligible,eligible,"NA",eligible
10,LANL-GrowthRate,eligible,eligible,eligible,"NA",eligible
10,LNQ-ens1,missing required forecasts,eligible,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,MITCovAlliance-SIR,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,MOBS-GLEAM_COVID,eligible,eligible,eligible,"NA",eligible
10,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,NotreDame-mobility,eligible,eligible,eligible,"NA",eligible
10,OliverWyman-Navigator,eligible,eligible,eligible,"NA",eligible
10,PSI-DRAFT,eligible,eligible,eligible,"NA",eligible
10,QJHong-Encounter,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,"NA",ineligible
10,RobertWalraven-ESG,eligible,eligible,decreasing quantiles over time,"NA",ineligible
