"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper"
17,"Wyoming","2020-01-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Wyoming","2020-01-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Wyoming","2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Wyoming","2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Wyoming","2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Wyoming","2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Wyoming","2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Wyoming","2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Wyoming","2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Wyoming","2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Wyoming","2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Wyoming","2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Wyoming","2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Wyoming","2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Wyoming","2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Wyoming","2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Wyoming","2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Wyoming","2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Wyoming","2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Wyoming","2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Wyoming","2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Wyoming","2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Wyoming","2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Wyoming","2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Wyoming","2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Wyoming","2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Wyoming","2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Wyoming","2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Wyoming","2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Wyoming","2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Wyoming","2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Wyoming","2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Wyoming","2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Wyoming","2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Wyoming","2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Wyoming","2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Wyoming","2020-02-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Wyoming","2020-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Wyoming","2020-02-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Wyoming","2020-02-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"Wyoming","2020-02-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Wyoming","2020-02-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Wyoming","2020-03-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Wyoming","2020-03-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"Wyoming","2020-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Wyoming","2020-03-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"Wyoming","2020-03-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Wyoming","2020-03-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Wyoming","2020-03-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Wyoming","2020-03-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Wyoming","2020-03-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Wyoming","2020-03-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Wyoming","2020-03-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Wyoming","2020-03-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Wyoming","2020-03-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Wyoming","2020-03-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Wyoming","2020-03-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Wyoming","2020-03-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Wyoming","2020-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Wyoming","2020-03-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Wyoming","2020-03-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"Wyoming","2020-03-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Wyoming","2020-03-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Wyoming","2020-03-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Wyoming","2020-03-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Wyoming","2020-03-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Wyoming","2020-03-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"Wyoming","2020-03-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"Wyoming","2020-03-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Wyoming","2020-03-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"Wyoming","2020-03-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Wyoming","2020-03-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"Wyoming","2020-03-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"Wyoming","2020-04-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Wyoming","2020-04-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"Wyoming","2020-04-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"Wyoming","2020-04-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"Wyoming","2020-04-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"Wyoming","2020-04-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"Wyoming","2020-04-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"Wyoming","2020-04-08",5.13945102355934,3.3,7.95,1,1,1,1,1,1,0,0,0,5.13945102355934,3.3,7.95,1,1,1,0,0,0,0,0,0,0,0,0
98,"Wyoming","2020-04-09",5.13945102355934,3.3,7.95,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Wyoming","2020-04-10",5.13945102355934,3.3,7.95,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"Wyoming","2020-04-11",10.2470604136962,7.29907894736842,14.15,2.2593635125925,2.05,2.55,2.16894586363069,2,2.4,0,0,0,5.10760939013687,3.3,8.05,1.2593635125925,1.05,1.55,0,0,0,0,0,0,0,0,0
101,"Wyoming","2020-04-12",10.2470604136962,7.29907894736842,14.15,2.2593635125925,2.05,2.55,2.16894586363069,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Wyoming","2020-04-13",10.2470604136962,7.29907894736842,14.15,2.2593635125925,2.05,2.55,2.16894586363069,2,2.4,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
103,"Wyoming","2020-04-14",9.24706041369621,6.29907894736842,13.15,1.52022707371748,1.2,1.90125,1.34059714143785,1.1,1.65,0,0,0,0,0,0,0.260863561124978,0.05,0.55,1,1,1,0,0,0,0,0,0
104,"Wyoming","2020-04-15",9.02235185009779,3.5,125.66,2.22622707371748,1.2,25.35125,2.04659714143785,1.1,25.2,0,0,0,3.65537894736842,0,119.765,0.706,0,24,1,1,1,0,0,0,0,0,0
105,"Wyoming","2020-04-16",16.5664548984426,3.52565789473684,140.65125,3.72022707371748,1.2,27.85,3.54059714143785,1.1,27.6,1,1,1,7.54410304834484,0,133.16875,1.494,0,26,2,2,2,0,0,0,0,0,0
106,"Wyoming","2020-04-17",28.9704096284048,2.55,146.815,5.34822707371748,0.2,28.2025,5.16859714143785,0.1,27.855,0,0,0,13.4039547299622,0,138.855,2.628,0,27,2,2,2,0,0,0,0,0,0
107,"Wyoming","2020-04-18",48.7372572032457,0.2,161.48125,10.2011323368754,0.2,35.30375,9.95808135196417,0.1,33.76,0,0,0,23.6135934038528,0,143.4025,4.85290526315789,0,27,2,2,2,0,0,0,0,0,0
108,"Wyoming","2020-04-19",80.4068607975659,0.25,211.93875,16.8042763949844,0.25,48.80625,16.426422314098,0.15,46.10125,0,0,0,31.6696035943202,0,145.605,6.60314405810907,0,28,2,2,2,0,0,0,0,0,4.80624999999999
109,"Wyoming","2020-04-20",118.655157225046,0.25,338.85875,24.9903303509528,0.25,73.7825,24.3791903051541,0.15,71.1675,0.706,0,24,38.2482964274803,0,150.97625,8.18605395596835,0,29.025,2.706,2,26,0,0,0,0,0,29.7825
110,"Wyoming","2020-04-21",161.872178722138,0.3,537.9625,34.1192309787478,0.3,112.26,33.0852166166436,0.2,109.4625,1.494,0,26,43.9230214970917,0,214.08875,9.83490062779498,0,45,4.2,2,28,0,0,0,0,0,68.26
111,"Wyoming","2020-04-22",215.562532110631,0.45,756.419999999999,45.6157280931401,0.45,161.4775,44.0232931212707,0.3,159.05625,2.628,0,27,57.9458270727037,0,255.122205882353,12.9904971143923,0,51.67875,6.828,2,29.025,0,0,0,1.61572809314009,0,117.4775
112,"Wyoming","2020-04-23",281.537030273734,65.0550000000001,1016.765,59.5570347747153,13.0875,215.27625,57.2891209556998,10.98875,210.0275,4.665,0,27,74.2734571533386,0,355.105833333333,16.5693066815752,0,72.0117647058823,11.493,2,33,0,0,0,15.5570347747153,0,171.27625
113,"Wyoming","2020-04-24",357.058302896089,116.62375,1253.45323529412,74.6410863227674,20.49875,259.10125,71.6767464649128,18.24125,250.40875,6.224,0,28,90.2841733963491,0,421.36783625731,20.0084150606445,0,88.0375,17.717,2,43.025,0,0,184.453235294117,30.6410863227674,0,215.10125
114,"Wyoming","2020-04-25",433.878585969711,92.33,1663.2834868421,91.158271897345,20.2425,335.417828947368,87.1631935551291,17.19875,329.940423976608,7.508,0,29,100.795975849679,0,447.990064102564,22.7411855745776,0,98.6579769736842,25.225,2,69,0,0,594.283486842104,47.158271897345,0,291.417828947368
115,"Wyoming","2020-04-26",509.09339207921,86.7825,2086.73842105263,108.262091824288,20.585,431.303815789473,102.959026298916,17.5925,417.702266081871,8.638,0,42.0749999999999,106.562912589427,3.485,489.022222222222,24.6118199269427,1,105.25,33.863,2,110.075,0,0,1017.73842105263,64.2620918242877,0,387.303815789473
116,"Wyoming","2020-04-27",576.809895685025,78.56125,2420.26455592105,124.636872810656,18.73875,516.250822368421,117.824700452781,15.9475,496.427631578947,11.385,0,50.025,105.156493351721,0,482.604738562091,25.2736445474933,1.24375,112.706965944272,45.248,2,163.15,0,0,1351.26455592105,80.636872810656,0,472.250822368421
117,"Wyoming","2020-04-28",631.870226727761,68.09,2668.60789473684,137.948654201818,18.69625,579.293540669856,129.342830544992,15.54875,547.143421052632,14.631,0,70.025,99.7503009917757,0,487.673611111111,24.6967813911622,0.59875,111.451388888889,59.879,27.35,214.175,0,0,1599.60789473684,93.9486542018181,0,535.293540669856
118,"Wyoming","2020-04-29",664.461960584269,60.635,2744.91258169935,146.552362123768,18.04625,587.05,136.062942303023,14.49625,558.060294117647,17.769,0,82.1249999999999,90.8463753546333,0,493.773903508772,23.2347079219499,0.2,114.490625,77.648,28,257.025,0,0,1675.91258169935,102.552362123768,0,543.05
119,"Wyoming","2020-04-30",670.313713777592,44.4,2908.9125,149.7347118959,16.2975,631.45,137.393078401621,12.345,593.868055555555,19.804,0,90.05,79.5073904197196,0,483.290277777777,20.9513497721319,0,116.531617647059,97.452,28,343.05,0,0,1839.9125,105.7347118959,0,587.45
120,"Wyoming","2020-05-01",649.348907914458,31.23,3023.83137254902,148.003356587814,14.35,663.240441176471,133.940291098874,10.4475,611.198529411765,20.856,1,94.0749999999999,67.0345865468467,0,455.751666666667,18.2605499550716,0,110.540625,118.308,30,439.05,0,0,1954.83137254902,104.003356587814,0,619.240441176471
121,"Wyoming","2020-05-02",606.807520529264,21.7925,2970.59166666667,142.117975292874,12.3975,636.27619047619,126.580607582394,8.49625,611.190104166667,20.693,0,96.025,54.2188070733231,0,420.019444444444,15.3497627631699,0,102.948611111111,139.001,34,504.125,0,0,1901.59166666667,98.1179752928745,0,592.27619047619
122,"Wyoming","2020-05-03",548.565695695949,16.9975,3002.75,133.1887022216,10.7475,653.461192810457,116.472407247822,7.0475,594.657352941176,19.609,0,96.0749999999999,42.7503798341622,0,362.847441520468,12.4417808846941,0,91.2261695906432,158.61,38,572.025,0,0,1933.75,89.1887022216002,0,609.461192810457
123,"Wyoming","2020-05-04",482.128718507499,14.24375,2703.60416666666,122.113955830289,6.3975,622.101388888888,104.63444657386,4.2475,573.969270833333,17.827,0,96.05,32.3091663911381,0,291.018576388889,9.73115423648419,0,78.081798245614,176.437,40,652.15,0,0,1634.60416666666,78.1139558302894,0,578.101388888888
124,"Wyoming","2020-05-05",412.310549328746,12.34875,2550.24055555555,109.999085512342,4.99875,590.827777777777,92.1155469299749,3.2,524.127777777778,15.625,0,94.025,23.259487121109,0,203.980555555555,7.31762679644487,0,64.3255208333333,192.062,42,688.2,0,0,1481.24055555555,65.999085512342,0,546.827777777777
125,"Wyoming","2020-05-06",343.7915734262,10.59875,2261.12697368421,97.7550996291849,4.4,547.233974358974,79.7815219406711,2.7475,463.983611111111,13.182,0,88.025,15.8937807470265,0,140.469305555556,5.31932079841813,0,45.4583333333333,205.244,43,746.275,0,0,1192.12697368421,53.7550996291849,0,503.233974358974
126,"Wyoming","2020-05-07",280.562431916183,9.74625,1958.50906432749,86.0325444523184,3.5,495.506923076923,68.271770905535,2.29875,408.579385964912,10.739,0,80.0749999999999,10.4815219809774,0,100.256544117647,3.69885988377807,0,32.9093181818182,215.983,44,788.45,0,0,889.509064327485,42.0325444523184,0,451.506923076923
127,"Wyoming","2020-05-08",224.632321865201,6.3975,1643.44320175439,74.8333442236685,2.74875,428.65947368421,57.6905248047704,1.75,357.280509868421,8.41,0,69.025,6.46622288717474,0,65.4161764705882,2.47698534592772,0,22.70125,224.393,44,858,0,0,574.443201754385,30.8333442236685,0,384.65947368421
128,"Wyoming","2020-05-09",177.826826363158,4.94625,1287.4515625,64.2474358397708,1.7,369.525,48.1308234024704,1.15,299.083333333333,6.339,0,56.025,3.9461818892279,0,36.2804605263157,1.57991154304502,0,15.4015384615385,230.732,44,907.25,0,0,218.4515625,20.2474358397708,0,325.525
129,"Wyoming","2020-05-10",139.538492855463,4.39875,949.561284722222,54.2834745511369,0.89875,317.236111111111,39.5806261764465,0.59875,249.0140625,4.574,0,39.05,2.15903220962474,0,22.1891640866873,0.955683258859304,0,9.16424148606811,235.306,44,938.225,0,0,0,10.2834745511369,0,273.236111111111
130,"Wyoming","2020-05-11",109.495071351499,3.5,695.625520833333,45.1632628406853,0.3,267.676315789473,32.1394078471967,0.2,207.3546875,3.149,0,28,1.11030006403985,0,12.05375,0.541569680710586,0,5.57917956656347,238.455,44,940.25,0,0,0,1.16326284068529,0,223.676315789473
131,"Wyoming","2020-05-12",86.4422641816474,2.74875,520.1265625,36.9073751686566,0,230.986842105263,25.6994864848043,0,172.790972222222,2.069,0,20,0.534880179907811,0,6.7,0.300820249921217,0,2.79179566563467,240.524,44,941.275,0,0,0,0,0,186.986842105263
132,"Wyoming","2020-05-13",68.891465457543,1.7,402.449415204678,29.6668585224631,0,201.447368421052,20.2726572305146,0,142.230208333333,1.293,0,12.025,0.212890406819702,0,3.89486842105263,0.154833125938389,0,2.10557275541796,241.817,44,941.3,0,0,0,0,0,157.447368421052
133,"Wyoming","2020-05-14",55.22772324512,0.89875,325.780729166666,23.3725190596512,0,167.594983552631,15.741560557236,0,114.133406432748,0.774,0,7,0.0937410571884256,0,0,0.0772104922597183,0,0.737171052631579,242.591,44,941.3,0,0,0,0,0,123.594983552631
134,"Wyoming","2020-05-15",44.5349944119047,0.3,272.738541666666,18.0195644213715,0,139.70822368421,11.9886606283594,0,94.5972861842105,0.427,0,4,0.0207057644110276,0,0,0.0318081248902456,0,0.368585526315789,243.018,44,942.275,0,0,0,0,0,95.7082236842104
135,"Wyoming","2020-05-16",35.7336015423775,0,230.720833333333,13.5722410740189,0,113.341301169591,8.9504588972474,0,75.3301900584795,0.22,0,2,0.00967669172932331,0,0,0.0114575373413996,0,0.1,243.238,44,945.2,0,0,0,0,0,69.3413011695906
136,"Wyoming","2020-05-17",28.5650526865592,0,193.116812865497,9.96491942753239,0,84.098611111111,6.52738331725035,0,56.6510416666666,0.105,0,1,0,0,0,0.00483258999772158,0,0,243.343,44,947.15,0,0,0,0,0,40.098611111111
137,"Wyoming","2020-05-18",22.5504131597075,0,164.496299342105,7.1174793478795,0,57.8230902777777,4.6417802242606,0,38.7065972222222,0.045,0,1,0,0,0,0.00118671679197995,0,0,243.388,44,948.125,0,0,0,0,0,13.8230902777777
138,"Wyoming","2020-05-19",17.49157834152,0,131.582821637427,4.90277885021325,0,43.88625,3.19220670244358,0,28.9458333333333,0.018,0,0,0,0,0,0.000620300751879699,0,0,243.406,44,948.125,0,0,0,0,0,0
139,"Wyoming","2020-05-20",13.2833645873476,0,109.479194078947,3.25491896643518,0,29.3,2.11838636473606,0,19.225,0.005,0,0,0,0,0,0,0,0,243.411,44,948.125,0,0,0,0,0,0
140,"Wyoming","2020-05-21",9.81530188367274,0,84.073611111111,2.06593362050746,0,20.1573529411765,1.34218537528433,0,13.0557275541796,0.002,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
141,"Wyoming","2020-05-22",7.05515603960883,0,57.8230902777777,1.25802207746244,0,11.6452012383901,0.8160540337973,0,8.12345588235294,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
142,"Wyoming","2020-05-23",4.87777885021325,0,42.9675,0.729338818603138,0,7.1845588235294,0.471925828149319,0,4.65041666666667,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
143,"Wyoming","2020-05-24",3.24791896643518,0,29.3,0.407769137892551,0,3.95519736842105,0.265014065187478,0,2.73842105263158,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
144,"Wyoming","2020-05-25",2.06393362050746,0,20.1573529411765,0.211948887971334,0,2.44444444444444,0.136823669549405,0,1.42416267942583,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
145,"Wyoming","2020-05-26",1.25802207746244,0,11.6452012383901,0.102115762032945,0,1.1,0.0655168252413221,0,0.727840909090909,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
146,"Wyoming","2020-05-27",0.729338818603138,0,7.1845588235294,0.0429052697732264,0,0.5,0.0279165907407006,0,0.307894736842105,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
147,"Wyoming","2020-05-28",0.407769137892551,0,3.95519736842105,0.0160971448829808,0,0.15,0.010159073962673,0,0.1,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
148,"Wyoming","2020-05-29",0.211948887971334,0,2.44444444444444,0.00663960754158123,0,0,0.00379314859117491,0,0,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
149,"Wyoming","2020-05-30",0.102115762032945,0,1.1,0.00180701754385965,0,0,0.000803091060985798,0,0,0,0,0,0,0,0,0,0,0,243.413,44,948.125,0,0,0,0,0,0
