forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2022-01-10,1 wk ahead inc case,2022-01-15,BE,quantile,0.95,201086,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BE,quantile,0.975,229439,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BE,quantile,0.99,266235,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.01,17537,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.025,19833,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.05,22345,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.1,25122,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.15,26920,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.2,28544,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.25,29833,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.3,31017,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.35,32133,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.4,33281,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.45,34476,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.5,35539,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,point,NA,35539,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.55,36770,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.6,37886,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.65,39186,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.7,40389,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.75,41694,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.8,43347,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.85,45192,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.9,47764,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.95,52124,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.975,57218,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,BG,quantile,0.99,66509,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.01,112529,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.025,122990,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.05,131611,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.1,141792,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.15,150148,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.2,155949,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.25,161129,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.3,166423,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.35,171246,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.4,176224,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.45,181613,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.5,188091,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,point,NA,188091,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.55,194582,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.6,201665,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.65,211182,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.7,222014,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.75,236708,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.8,250978,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.85,270402,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.9,291413,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.95,314847,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.975,331594,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CH,quantile,0.99,354891,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.01,41348,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.025,43080,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.05,44782,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.1,46899,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.15,48427,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.2,49634,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.25,50616,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.3,51519,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.35,52315,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.4,53059,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.45,53759,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.5,54466,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,point,NA,54466,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.55,55227,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.6,55911,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.65,56845,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.7,57580,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.75,58442,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.8,59287,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.85,60473,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.9,61846,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.95,64309,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.975,66309,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CY,quantile,0.99,68592,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.01,6597,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.025,10543,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.05,13817,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.1,17257,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.15,19777,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.2,22161,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.25,23832,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.3,25365,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.35,26783,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.4,28111,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.45,29682,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.5,31028,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,point,NA,31028,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.55,32607,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.6,34018,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.65,35536,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.7,37117,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.75,38643,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.8,40466,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.85,43063,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.9,46010,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.95,50042,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.975,53487,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,CZ,quantile,0.99,56905,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.01,77015,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.025,107792,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.05,134773,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.1,166543,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.15,186261,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.2,201804,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.25,214969,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.3,227105,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.35,239134,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.4,250557,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.45,260230,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.5,271725,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,point,NA,271725,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.55,283331,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.6,294673,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.65,308179,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.7,319383,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.75,335663,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.8,351836,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.85,369444,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.9,392034,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.95,430477,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.975,464256,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DE,quantile,0.99,495261,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.01,71282,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.025,88031,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.05,103146,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.1,119980,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.15,130963,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.2,139354,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.25,147294,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.3,154616,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.35,161149,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.4,167355,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.45,173288,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.5,179614,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,point,NA,179614,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.55,185515,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.6,191808,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.65,198542,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.7,205918,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.75,212390,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.8,220680,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.85,230013,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.9,241941,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.95,261122,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.975,276361,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,DK,quantile,0.99,293213,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.01,5984,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.025,6577,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.05,7040,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.1,7573,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.15,8037,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.2,8341,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.25,8629,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.3,8897,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.35,9140,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.4,9376,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.45,9623,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.5,9838,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,point,NA,9838,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.55,10049,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.6,10294,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.65,10551,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.7,10796,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.75,11076,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.8,11411,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.85,11773,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.9,12295,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.95,12997,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.975,13758,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,EE,quantile,0.99,14540,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.01,937813,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.025,988295,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.05,1028062,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.1,1078365,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.15,1108782,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.2,1135545,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.25,1159155,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.3,1176831,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.35,1194368,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.4,1211002,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.45,1227907,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.5,1243258,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,point,NA,1243258,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.55,1258497,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.6,1274271,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.65,1293018,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.7,1311836,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.75,1331134,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.8,1352710,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.85,1381253,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.9,1419829,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.95,1472720,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.975,1523959,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,ES,quantile,0.99,1574111,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.01,37967,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.025,42306,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.05,46350,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.1,51080,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.15,54318,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.2,56894,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.25,58897,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.3,61111,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.35,63120,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.4,65148,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.45,66935,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.5,68690,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,point,NA,68690,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.55,70451,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.6,72095,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.65,73991,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.7,75882,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.75,77726,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.8,80346,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.85,83124,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.9,87009,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.95,92265,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.975,96461,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FI,quantile,0.99,100796,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.01,1540076,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.025,1640236,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.05,1776707,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.1,1903866,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.15,2007142,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.2,2095541,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.25,2162656,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.3,2228163,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.35,2285478,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.4,2346397,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.45,2403560,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.5,2451244,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,point,NA,2451244,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.55,2505346,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.6,2554157,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.65,2609987,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.7,2664427,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.75,2730329,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.8,2812352,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.85,2898059,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.9,3004556,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.95,3172118,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.975,3304514,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,FR,quantile,0.99,3479644,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.01,1370326,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.025,1401119,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.05,1439574,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.1,1481544,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.15,1509742,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.2,1535356,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.25,1554620,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.3,1571615,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.35,1589071,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.4,1605722,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.45,1621784,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.5,1638493,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,point,NA,1638493,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.55,1656382,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.6,1671099,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.65,1686905,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.7,1704823,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.75,1725279,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.8,1746252,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.85,1772461,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.9,1805625,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.95,1848138,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.975,1890362,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GB,quantile,0.99,1937112,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.01,305475,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.025,324598,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.05,345851,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.1,365859,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.15,379237,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.2,391103,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.25,402779,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.3,411657,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.35,419210,forecast
2022-01-10,1 wk ahead inc case,2022-01-15,GR,quantile,0.4,427630,forecast
