forecast_date,target_end_date,location,target,quantile,value,type
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.2,909.0800789837067,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.25,941.371431225047,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.3,970.9968601339739,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.35,997.1900986206095,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.4,1023.212993587638,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.45,1048.215596812592,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.5,1074.6002801604634,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.55,1100.004562000936,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.6,1125.513995936674,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.65,1151.1053970088178,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.7,1179.2966674611077,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.75,1209.1645513001972,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.8,1241.581211871453,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.85,1279.8892820610226,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.9,1328.4037732403262,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.95,1397.4635925903103,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.975,1466.8934970544703,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid case,0.99,1545.4631784955081,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.01,-7.086404176084235,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.025,-4.52064014485047,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.05,-2.4745655186705764,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.1,-0.029165434975195036,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.15,1.5883933558564045,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.2,2.909414493396614,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.25,4.042793421245431,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.3,5.041629593301857,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.35,5.987018075736463,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.4,6.849224011567642,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.45,7.650737795549153,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.5,8.48395870509744,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.55,9.31639670433798,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.6,10.169448181892488,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.65,10.970304698372473,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.7,11.891619210455811,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.75,12.882358294851194,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.8,14.004845373367578,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.85,15.24695223313597,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.9,16.86574354741126,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.95,19.31705161659809,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.975,21.35177795687661,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid death,0.99,23.90331226265901,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.01,45.120364056029665,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.025,47.21615532374465,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.05,48.947570199572425,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.1,50.94082991445698,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.15,52.28441453345184,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.2,53.37498407286259,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.25,54.24272090429401,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.3,55.07241286762649,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.35,55.838079377974005,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.4,56.57635796323881,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.45,57.28588245486236,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.5,57.94196134687877,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.55,58.63340660688158,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.6,59.36755941784665,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.65,60.140638788669996,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.7,60.913080964706026,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.75,61.74920635928105,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.8,62.61058218176014,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.85,63.721902968601604,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.9,65.02961829435677,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.95,66.98746378340839,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.975,68.77168543091383,quantile
2022-02-07,2022-02-19,10,2 wk ahead inc covid hosp,0.99,70.84877870268308,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.01,621.3493732682471,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.025,707.2676653526029,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.05,783.9093195541781,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.1,868.4052811836007,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.15,930.3690366722195,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.2,975.773805498365,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.25,1015.8113062091086,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.3,1051.131555606742,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.35,1082.4350676223078,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.4,1114.0577977569756,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.45,1145.4050595296032,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.5,1173.9289632841744,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.55,1203.962830989257,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.6,1233.7508835536169,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.65,1263.7694177140893,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.7,1296.392144741387,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.75,1330.6427977512112,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.8,1369.8968497300036,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.85,1414.7857298461024,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.9,1474.3729904174581,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.95,1560.3934766836705,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.975,1637.7902471558361,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid case,0.99,1729.9985579844174,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.01,-8.095247690361425,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.025,-5.5089415746688495,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.05,-3.361152217129395,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.1,-1.161451905849861,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.15,0.44828141481492356,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.2,1.7411638021757292,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.25,2.8129054444278827,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.3,3.8141531948364817,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.35,4.678477891831655,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.4,5.559588775998204,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.45,6.398089256012354,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.5,7.253198379551422,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.55,8.056055381593074,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.6,8.866601765006688,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.65,9.740762446907718,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.7,10.643948588126676,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.75,11.623243032575994,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.8,12.730000459417289,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.85,13.994990816701701,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.9,15.617207049521644,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.95,18.02463508915664,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.975,20.091213597790585,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid death,0.99,22.31596295433544,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.01,46.088816146047236,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.025,48.454111363486945,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.05,50.267687220418615,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.1,52.197912433114745,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.15,53.5879626009105,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.2,54.681066919221536,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.25,55.67859759557483,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.3,56.54418407382643,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.35,57.350686773102986,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.4,58.085401873603566,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.45,58.856997183395116,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.5,59.5621137626425,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.55,60.258620632975784,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.6,60.96642982243878,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.65,61.72068648136676,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.7,62.49928344702318,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.75,63.34568446410276,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.8,64.2940945495416,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.85,65.41669512918206,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.9,66.78496371813752,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.95,68.77288687850296,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.975,70.68466271351569,quantile
2022-02-07,2022-02-26,10,3 wk ahead inc covid hosp,0.99,72.75597430866257,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.01,548.8140575121737,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.025,640.0225234690931,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.05,712.9386939302431,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.1,806.3274448814924,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.15,868.2720883246692,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.2,915.0364893185482,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.25,954.8611688487742,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.3,990.3427178793196,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.35,1024.5690131953338,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.4,1056.4914808024812,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.45,1087.4338220656766,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.5,1118.4205167474938,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.55,1149.4519321354396,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.6,1179.956294989092,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.65,1211.53643338096,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.7,1244.114288507088,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.75,1280.5229623585146,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.8,1320.9910722389095,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.85,1367.8447751795156,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.9,1427.6767609500487,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.95,1521.354012837831,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.975,1600.719172029989,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid case,0.99,1680.7090233774516,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.01,-8.223908655933199,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.025,-5.809602508379336,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.05,-3.7442335793393324,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.1,-1.3382013321398822,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.15,0.31008929836430105,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.2,1.6349939632768342,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.25,2.7307977263178316,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.3,3.702542043428942,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.35,4.591281151973025,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.4,5.459000585041475,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.45,6.291041418561222,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.5,7.10767383921785,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.55,7.959560764939119,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.6,8.77501329755307,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.65,9.651480883941057,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.7,10.5951375694168,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.75,11.584165754217828,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.8,12.718158550735444,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.85,14.012956382389135,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.9,15.537750488166077,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.95,17.94516988013711,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.975,20.018438294047026,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid death,0.99,22.596130504309517,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.01,46.36051312008687,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.025,48.49647865412788,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.05,50.20600203811332,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.1,52.28256301991974,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.15,53.62681255057487,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.2,54.75539577414548,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.25,55.71329555483523,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.3,56.589480006398965,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.35,57.32802216952747,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.4,58.0666176943138,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.45,58.80983657647771,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.5,59.53165927752278,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.55,60.202549333075666,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.6,60.94748489224214,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.65,61.68360623861255,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.7,62.46046002642032,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.75,63.30580283380786,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.8,64.2653701749755,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.85,65.43072065203795,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.9,66.88023248632828,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.95,68.96018497812537,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.975,70.81374023164442,quantile
2022-02-07,2022-03-05,10,4 wk ahead inc covid hosp,0.99,72.70359284350124,quantile
