target,forecast_date,target_end_date,location,type,quantile,value
4 wk ahead cum death,2021-06-28,2021-07-24,13,quantile,0.8,21818.542644210273
1 wk ahead cum death,2021-06-28,2021-07-03,13,quantile,0.85,21600.748837778585
2 wk ahead cum death,2021-06-28,2021-07-10,13,quantile,0.85,21690.988128261444
3 wk ahead cum death,2021-06-28,2021-07-17,13,quantile,0.85,21877.232459207058
4 wk ahead cum death,2021-06-28,2021-07-24,13,quantile,0.85,21902.804916832065
1 wk ahead cum death,2021-06-28,2021-07-03,13,quantile,0.9,21637.599856958277
2 wk ahead cum death,2021-06-28,2021-07-10,13,quantile,0.9,21761.609893733617
3 wk ahead cum death,2021-06-28,2021-07-17,13,quantile,0.9,21981.379721322028
4 wk ahead cum death,2021-06-28,2021-07-24,13,quantile,0.9,22009.69266689952
1 wk ahead cum death,2021-06-28,2021-07-03,13,quantile,0.95,21758.68059308794
2 wk ahead cum death,2021-06-28,2021-07-10,13,quantile,0.95,21960.787585786875
3 wk ahead cum death,2021-06-28,2021-07-17,13,quantile,0.95,22164.057722978432
4 wk ahead cum death,2021-06-28,2021-07-24,13,quantile,0.95,22255.987246218872
1 wk ahead cum death,2021-06-28,2021-07-03,13,quantile,0.975,21926.280520836932
2 wk ahead cum death,2021-06-28,2021-07-10,13,quantile,0.975,22182.953747279265
3 wk ahead cum death,2021-06-28,2021-07-17,13,quantile,0.975,22537.638340641854
4 wk ahead cum death,2021-06-28,2021-07-24,13,quantile,0.975,22549.248459052025
1 wk ahead cum death,2021-06-28,2021-07-03,13,quantile,0.99,22481.87608320325
2 wk ahead cum death,2021-06-28,2021-07-10,13,quantile,0.99,23180.702283677027
3 wk ahead cum death,2021-06-28,2021-07-17,13,quantile,0.99,23876.792605064897
4 wk ahead cum death,2021-06-28,2021-07-24,13,quantile,0.99,24008.391419415457
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.01,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.01,516.0
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.01,516.0
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.01,516.0
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.025,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.025,516.0
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.025,516.0
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.025,516.0
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.05,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.05,516.0
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.05,516.0
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.05,516.0
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.1,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.1,516.0
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.1,516.0
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.1,519.3343852406779
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.15,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.15,516.0
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.15,516.0
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.15,524.4294475002138
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.2,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.2,517.3778983174582
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.2,519.2652448663969
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.2,525.972989770969
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.25,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.25,517.9204047618761
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.25,525.5700485926487
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.25,528.4611483091182
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.3,516.0
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.3,521.168931709532
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.3,526.5141146589572
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.3,531.7882271098355
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.35,516.0888147419784
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.35,521.361569362805
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.35,527.2197796866234
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.35,532.247339928095
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.4,518.2351830455319
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.4,521.4731421861763
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.4,529.073019228138
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.4,533.7847910321791
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.45,519.8445094620542
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.45,522.4714242686505
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.45,531.9196875627567
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.45,535.8577336269861
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.5,520.9143205376234
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.5,526.0125075322253
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.5,532.4149016968349
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.5,537.6275301692874
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.55,521.1791030214607
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.55,528.3437591645383
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.55,534.8043168939497
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.55,539.7122737784505
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.6,521.3264145803097
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.6,529.0060242702622
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.6,536.865231894893
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.6,542.2012525714359
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.65,521.506900236612
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.65,529.7929290124738
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.65,538.9092435174907
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.65,546.5401439809245
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.7,524.3652764834219
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.7,531.8992057229843
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.7,544.0324027981752
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.7,549.0726864325385
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.75,524.9645756378707
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.75,532.7364264218317
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.75,553.9497376055654
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.75,555.3329040676169
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.8,527.9527042075194
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.8,539.2024309587954
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.8,557.3743447843749
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.8,557.8797473851057
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.85,533.8882938030022
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.85,542.8043268654981
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.85,563.8747091518337
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.85,570.7654999519988
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.9,537.3957866813751
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.9,553.0869450281227
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.9,580.2816529128603
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.9,583.3312680517871
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.95,555.0860255831197
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.95,581.5155162943784
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.95,604.6086143981884
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.95,619.7885541625803
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.975,579.2764215608124
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.975,610.5778378470352
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.975,657.4736640239449
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.975,660.0623924994331
1 wk ahead cum death,2021-06-28,2021-07-03,15,quantile,0.99,664.2224492213608
2 wk ahead cum death,2021-06-28,2021-07-10,15,quantile,0.99,754.0492193966026
3 wk ahead cum death,2021-06-28,2021-07-17,15,quantile,0.99,842.6850394750114
4 wk ahead cum death,2021-06-28,2021-07-24,15,quantile,0.99,866.7298791479003
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.01,2145.0
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.01,2145.0
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.01,2145.0
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.01,2145.0
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.025,2145.0
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.025,2145.0
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.025,2145.0
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.025,2145.8317183592108
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.05,2145.0
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.05,2145.0
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.05,2145.0
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.05,2160.961556852434
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.1,2146.737212288592
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.1,2158.2463606077254
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.1,2160.2615267001374
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.1,2173.2472726967785
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.15,2149.2683581714127
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.15,2163.211038014121
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.15,2166.7986459761078
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.15,2180.884158167072
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.2,2155.62215661961
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.2,2167.409483007068
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.2,2171.961799221196
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.2,2183.557902033574
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.25,2156.33218075258
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.25,2170.3205471054707
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.25,2178.884202046754
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.25,2186.7013420488606
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.3,2157.731507763796
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.3,2170.744752901269
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.3,2180.3120762208164
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.3,2190.2555389959407
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.35,2158.5955700110535
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.35,2171.000325887021
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.35,2183.3811246325345
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.35,2191.3688364218056
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.4,2160.9561956360217
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.4,2174.822216722964
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.4,2184.6484411524552
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.4,2194.7368661566934
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.45,2163.726285185432
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.45,2176.234688389718
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.45,2189.354643793936
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.45,2198.1433191188844
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.5,2164.0216464190657
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.5,2180.6275687238312
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.5,2190.8520522250355
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.5,2198.9670043902956
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.55,2164.8553978120253
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.55,2184.2463977069356
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.55,2192.9196067589482
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.55,2200.9993382612447
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.6,2165.9367747677234
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.6,2184.308692478916
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.6,2195.233119756515
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.6,2202.3347690674414
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.65,2166.048175358145
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.65,2186.314255757124
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.65,2198.060245440936
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.65,2210.178179245715
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.7,2169.5566951180826
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.7,2188.6051784554124
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.7,2203.6542279140904
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.7,2212.5049366989074
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.75,2170.4479090882846
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.75,2189.8838036737834
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.75,2215.716414842395
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.75,2218.868282667478
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.8,2175.775896670916
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.8,2195.270081405005
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.8,2220.6644310592856
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.8,2224.4636401198195
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.85,2182.202749210227
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.85,2203.6998771561057
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.85,2232.079690966371
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.85,2239.980397857735
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.9,2188.2015703758166
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.9,2215.7823288129875
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.9,2251.842951134263
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.9,2253.9498824279954
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.95,2207.9076961093688
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.95,2247.7123354596374
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.95,2283.9790144925732
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.95,2296.044315849512
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.975,2238.019983210258
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.975,2282.0024189354313
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.975,2344.7789830476054
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.975,2350.2026171325792
1 wk ahead cum death,2021-06-28,2021-07-03,16,quantile,0.99,2329.9109661628045
2 wk ahead cum death,2021-06-28,2021-07-10,16,quantile,0.99,2448.670042724731
3 wk ahead cum death,2021-06-28,2021-07-17,16,quantile,0.99,2563.615775804992
4 wk ahead cum death,2021-06-28,2021-07-24,16,quantile,0.99,2585.570848187483
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.01,25632.0
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.01,25632.0
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.01,25632.0
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.01,25632.0
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.025,25632.0
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.025,25632.0
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.025,25632.0
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.025,25632.0
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.05,25632.0
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.05,25632.0
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.05,25632.0
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.05,25632.0
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.1,25632.0
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.1,25632.0
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.1,25632.0
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.1,25632.0
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.15,25632.0
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.15,25632.0
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.15,25632.0
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.15,25666.640626518354
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.2,25632.0
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.2,25632.349481561156
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.2,25654.431271624173
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.2,25693.10287186964
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.25,25633.411527889213
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.25,25657.280554564622
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.25,25686.700288859716
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.25,25711.82852620996
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.3,25654.533057618082
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.3,25677.388872572305
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.3,25687.78716547832
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.3,25737.046769728164
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.35,25654.94493518783
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.35,25684.174372703736
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.35,25717.37607461891
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.35,25746.8289951558
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.4,25669.331457162458
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.4,25684.421823623063
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.4,25723.21200690788
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.4,25767.268763700144
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.45,25680.988163665326
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.45,25698.16666259162
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.45,25746.4058149755
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.45,25778.90566267564
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.5,25683.54539210302
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.5,25736.911967253964
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.5,25759.731190441566
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.5,25787.92036640885
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.55,25687.6731020449
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.55,25749.772950476538
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.55,25764.645981788995
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.55,25806.127305078604
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.6,25691.452625177342
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.6,25754.508361631568
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.6,25784.176701016808
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.6,25819.281031799503
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.65,25693.28361463543
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.65,25772.440628084532
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.65,25809.249699962962
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.65,25858.198148450167
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.7,25726.557365818084
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.7,25782.37838820622
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.7,25844.52711027808
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.7,25883.478390845106
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.75,25727.56026236937
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.75,25794.31455278065
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.75,25927.80747235749
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.75,25927.81117207471
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.8,25767.989347421222
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.8,25834.489348807034
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.8,25957.972660041305
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.8,25968.796761553043
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.85,25824.024153544422
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.85,25890.436991032933
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.85,26045.570596087513
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.85,26076.881403210376
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.9,25858.40815821558
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.9,25977.095061042546
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.9,26151.86209801051
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.9,26224.1819654215
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.95,26017.09708250832
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.95,26225.078318270156
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.95,26395.58599498969
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.95,26534.059161241552
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.975,26236.355681501766
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.975,26504.687317849224
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.975,26871.580866931035
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.975,26917.601822909986
1 wk ahead cum death,2021-06-28,2021-07-03,17,quantile,0.99,26962.516243570815
2 wk ahead cum death,2021-06-28,2021-07-10,17,quantile,0.99,27794.26965518087
3 wk ahead cum death,2021-06-28,2021-07-17,17,quantile,0.99,28558.913970485177
4 wk ahead cum death,2021-06-28,2021-07-24,17,quantile,0.99,28816.861465063674
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.01,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.01,13822.0
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.01,13822.0
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.01,13822.0
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.025,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.025,13822.0
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.025,13822.0
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.025,13822.0
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.05,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.05,13822.0
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.05,13822.0
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.05,13822.0
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.1,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.1,13822.0
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.1,13822.0
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.1,13822.0
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.15,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.15,13822.0
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.15,13822.0
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.15,13845.535880877598
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.2,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.2,13822.0
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.2,13833.216423879683
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.2,13860.156730563516
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.25,13822.0
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.25,13836.366470886001
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.25,13851.654728233345
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.25,13870.686410184488
1 wk ahead cum death,2021-06-28,2021-07-03,18,quantile,0.3,13833.484083883242
2 wk ahead cum death,2021-06-28,2021-07-10,18,quantile,0.3,13845.70402851645
3 wk ahead cum death,2021-06-28,2021-07-17,18,quantile,0.3,13852.223969227512
4 wk ahead cum death,2021-06-28,2021-07-24,18,quantile,0.3,13881.894535637111
