"target_end_date","location","target","quantile","value","type","forecast_date"
2021-05-01,"04","1 wk ahead inc death",0.8,103.261700125877,"quantile",2021-04-26
2021-05-01,"04","1 wk ahead inc death",0.85,107.525179414922,"quantile",2021-04-26
2021-05-01,"04","1 wk ahead inc death",0.9,113.359760472548,"quantile",2021-04-26
2021-05-01,"04","1 wk ahead inc death",0.95,123.637618500163,"quantile",2021-04-26
2021-05-01,"04","1 wk ahead inc death",0.975,132.200555328282,"quantile",2021-04-26
2021-05-01,"04","1 wk ahead inc death",0.99,144.344154762812,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.01,8.1931203484767,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.025,8.70808287304423,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.05,10.0166784380881,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.1,11.7689174558186,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.15,13.0840013078254,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.2,14.1300147661697,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.25,15.0750900113935,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.3,15.9884945243474,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.35,16.8826579178137,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.4,17.7731348215997,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.45,18.6179836949343,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.5,19.0604107647226,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.55,19.9765119540585,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.6,20.9348389723392,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.65,21.8722086397917,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.7,22.7486412294179,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.75,23.6656590172105,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.8,25.1282305057258,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.85,26.13908982708,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.9,27.937968405166,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.95,31.1174986114646,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.975,34.1313776377916,"quantile",2021-04-26
2021-05-01,"05","1 wk ahead inc death",0.99,37.4067819366185,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.01,220.887206284718,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.025,244.94671207975,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.05,263.55766921137,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.1,286.225830547815,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.15,303.174339232311,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.2,316.381258566212,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.25,326.153591329246,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.3,335.487096313545,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.35,344.770358915618,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.4,355.554814263134,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.45,364.290382883759,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.5,372.849361407256,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.55,383.597172529401,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.6,395.946835670049,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.65,408.310298231428,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.7,419.502495800299,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.75,432.265372372253,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.8,446.560071635725,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.85,461.914192410787,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.9,480.210528390445,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.95,516.159267310483,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.975,540.793156924201,"quantile",2021-04-26
2021-05-01,"06","1 wk ahead inc death",0.99,564.905551307839,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.01,25.8384355381724,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.025,29.3440952904546,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.05,32.9276150592761,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.1,36.2313349998749,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.15,38.997510855529,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.2,40.936675340837,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.25,42.9721926210864,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.3,44.5247974283778,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.35,46.4220984695381,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.4,47.2964226664788,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.45,49.2100615010566,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.5,50.5989518828008,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.55,52.4936008502984,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.6,53.9034697606383,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.65,55.5626298088603,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.7,57.5418786976982,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.75,59.5617064683514,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.8,61.6246870716087,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.85,64.8705871586328,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.9,68.8581367590084,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.95,74.6313257119225,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.975,79.6329866131332,"quantile",2021-04-26
2021-05-01,"08","1 wk ahead inc death",0.99,88.4551630041446,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.01,17.2309237560977,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.025,19.9073387995401,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.05,22.400309482445,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.1,26.4422363344003,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.15,29.2080107155052,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.2,31.7853803122816,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.25,35.1181998818141,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.3,37.8199391846473,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.35,40.101155712613,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.4,42.6421667725656,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.45,45.0563708440212,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.5,47.4733625445439,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.55,49.4347179310956,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.6,52.4024090965885,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.65,55.3942968333098,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.7,57.7573251015489,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.75,61.6578695842442,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.8,66.1761484726739,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.85,70.6981710638933,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.9,79.7848773715007,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.95,91.3241922907299,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.975,103.834953347244,"quantile",2021-04-26
2021-05-01,"09","1 wk ahead inc death",0.99,119.740438629474,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.01,7.90974765240227,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.025,8.83936626675751,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.05,9.80556959231162,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.1,11.2950702075156,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.15,12.0592327616078,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.2,12.8216166193566,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.25,13.5572089457501,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.3,13.8501237197189,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.35,14.5643438048222,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.4,14.8131229490862,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.45,15.4601765139789,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.5,16.0774655646494,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.55,16.2241095667724,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.6,16.8921121061006,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.65,17.5303107551494,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.7,18.2129798805919,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.75,18.5248571394442,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.8,19.2342722198871,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.85,20.6509968047241,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.9,22.0501901602738,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.95,23.947569052342,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.975,25.8796223304937,"quantile",2021-04-26
2021-05-01,"10","1 wk ahead inc death",0.99,27.9012364635863,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.01,239.214713909999,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.025,256.042825600365,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.05,272.104739062683,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.1,300.172971383636,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.15,312.816530324607,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.2,323.85103944601,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.25,334.305957568569,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.3,343.683647131289,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.35,354.010159962714,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.4,363.454018238139,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.45,372.196247719783,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.5,381.519309613038,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.55,390.688393206705,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.6,398.059542439719,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.65,406.943869992147,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.7,416.583295371693,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.75,427.105358509145,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.8,439.955326657276,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.85,455.907134784489,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.9,478.018102433341,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.95,506.471876218652,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.975,537.568174172315,"quantile",2021-04-26
2021-05-01,"12","1 wk ahead inc death",0.99,576.699301453982,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.01,101.199868633621,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.025,110.71421901254,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.05,120.678989915609,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.1,130.301450322708,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.15,139.404684646227,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.2,145.579215274995,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.25,151.052674900078,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.3,156.604968964813,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.35,161.54746997828,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.4,167.654697176849,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.45,171.981242434624,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.5,178.045882088596,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.55,184.085864446288,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.6,189.392610910368,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.65,195.024391811125,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.7,201.921293897519,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.75,210.574068707548,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.8,218.777497323798,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.85,228.605124285803,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.9,239.728122816653,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.95,254.919128442322,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.975,278.144852717273,"quantile",2021-04-26
2021-05-01,"13","1 wk ahead inc death",0.99,310.463336842644,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.01,0.574117404863359,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.025,1.13733262276737,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.05,1.2579828355892,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.1,1.92015660347189,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.15,2.08913864153285,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.2,2.70959047718444,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.25,2.83900160558381,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.3,2.9545447984913,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.35,3.51594452252803,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.4,3.58321190220431,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.45,3.67193336395014,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.5,4.24808985445215,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.55,4.32184236708659,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.6,4.41289597579567,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.65,5.03036236916797,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.7,5.18684316814124,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.75,5.79637955428867,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.8,5.93134988296097,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.85,6.5682853059101,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.9,7.37138448993295,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.95,8.61305312655656,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.975,9.32835785486336,"quantile",2021-04-26
2021-05-01,"15","1 wk ahead inc death",0.99,10.0342276740079,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.01,4.83795607524697,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.025,5.68999549865478,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.05,7.15233188109265,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.1,8.30046156825219,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.15,9.5036709073055,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.2,10.2988152172326,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.25,11.1136182297935,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.3,11.997195854359,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.35,12.7641974873367,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.4,13.5096148069027,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.45,13.7468862245081,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.5,14.9203591307862,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.55,15.6130121506484,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.6,16.3676553935747,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.65,17.1560996593013,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.7,17.9643607717055,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.75,18.7114733725169,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.8,19.9992516825966,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.85,21.0242266280915,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.9,22.9060374015274,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.95,25.4721818723633,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.975,27.4484505435208,"quantile",2021-04-26
2021-05-01,"16","1 wk ahead inc death",0.99,30.4231326273609,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.01,102.196147612547,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.025,112.29104363244,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.05,119.725806804422,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.1,129.142592061576,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.15,135.228234577863,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.2,140.524428041862,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.25,146.792911979399,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.3,150.986898690301,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.35,155.757803757119,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.4,159.336440035922,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.45,162.410111615444,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.5,166.712262767426,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.55,170.416467764029,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.6,174.126370875604,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.65,178.483521373526,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.7,182.241795286946,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.75,187.993140323657,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.8,192.890152692938,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.85,199.692210755952,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.9,206.234038417078,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.95,218.524905944777,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.975,228.429793751763,"quantile",2021-04-26
2021-05-01,"17","1 wk ahead inc death",0.99,241.114243257771,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.01,35.2032327035795,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.025,38.0043644421074,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.05,40.7194320467509,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.1,45.0540328423601,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.15,47.3993440268143,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.2,49.35757379048,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.25,50.9908324894648,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.3,52.3822025114172,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.35,53.7817755950274,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.4,54.7742326055662,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.45,56.1031204421626,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.5,58.0335514773246,"quantile",2021-04-26
2021-05-01,"18","1 wk ahead inc death",0.55,59.0471678150051,"quantile",2021-04-26
