date,location,value
2020-02-27,04,1
2020-02-28,04,1
2020-02-29,04,1
2020-03-01,04,1
2020-03-02,04,1
2020-03-03,04,2
2020-03-04,04,2
2020-03-05,04,2
2020-03-06,04,3
2020-03-07,04,5
2020-03-08,04,5
2020-03-09,04,6
2020-03-10,04,6
2020-03-11,04,9
2020-03-12,04,9
2020-03-13,04,9
2020-03-14,04,12
2020-03-15,04,13
2020-03-16,04,18
2020-03-17,04,20
2020-03-18,04,28
2020-03-19,04,47
2020-03-20,04,70
2020-03-21,04,104
2020-03-22,04,153
2020-03-23,04,234
2020-03-24,04,326
2020-03-25,04,402
2020-03-26,04,508
2020-03-27,04,665
2020-03-28,04,773
2020-03-29,04,929
2020-03-30,04,1169
2020-03-31,04,1298
2020-04-01,04,1413
2020-04-02,04,1600
2020-04-03,04,1769
2020-04-04,04,2019
2020-04-05,04,2269
2020-04-06,04,2465
2020-04-07,04,2575
2020-04-08,04,2726
2020-04-09,04,3018
2020-04-10,04,3112
2020-04-11,04,3393
2020-04-12,04,3539
2020-04-13,04,3702
2020-04-14,04,3806
2020-04-15,04,3962
2020-04-16,04,4234
2020-04-17,04,4507
2020-04-18,04,4719
2020-04-19,04,4929
2020-04-20,04,5064
2020-04-21,04,5251
2020-04-22,04,5459
2020-04-23,04,5769
2020-04-24,04,6045
2020-04-25,04,6280
2020-04-26,04,6526
2020-04-27,04,6716
2020-04-28,04,6948
2020-04-29,04,7202
2020-04-30,04,7648
2020-05-01,04,7962
2020-05-02,04,8364
2020-05-03,04,8640
2020-03-11,05,1
2020-03-12,05,6
2020-03-13,05,7
2020-03-14,05,9
2020-03-15,05,16
2020-03-16,05,22
2020-03-17,05,22
2020-03-18,05,33
2020-03-19,05,62
2020-03-20,05,100
2020-03-21,05,118
2020-03-22,05,165
2020-03-23,05,201
2020-03-24,05,232
2020-03-25,05,308
2020-03-26,05,351
2020-03-27,05,386
2020-03-28,05,409
2020-03-29,05,449
2020-03-30,05,508
2020-03-31,05,564
2020-04-01,05,624
2020-04-02,05,683
2020-04-03,05,738
2020-04-04,05,743
2020-04-05,05,853
2020-04-06,05,927
2020-04-07,05,997
2020-04-08,05,1077
2020-04-09,05,1146
2020-04-10,05,1202
2020-04-11,05,1228
2020-04-12,05,1280
2020-04-13,05,1475
2020-04-14,05,1498
2020-04-15,05,1599
2020-04-16,05,1620
2020-04-17,05,1695
2020-04-18,05,1777
2020-04-19,05,1781
2020-04-20,05,1971
2020-04-21,05,2262
2020-04-22,05,2392
2020-04-23,05,2599
2020-04-24,05,2810
2020-04-25,05,2909
2020-04-26,05,3001
2020-04-27,05,3069
2020-04-28,05,3127
2020-04-29,05,3207
2020-04-30,05,3281
2020-05-01,05,3310
2020-05-02,05,3372
2020-05-03,05,3431
2020-01-25,06,1
2020-01-26,06,2
2020-01-27,06,2
2020-01-28,06,2
2020-01-29,06,2
2020-01-30,06,2
2020-01-31,06,3
2020-02-01,06,3
2020-02-02,06,6
2020-02-03,06,6
2020-02-04,06,6
2020-02-05,06,6
2020-02-06,06,6
2020-02-07,06,6
2020-02-08,06,6
2020-02-09,06,6
2020-02-10,06,7
2020-02-11,06,7
2020-02-12,06,7
2020-02-13,06,7
2020-02-14,06,7
2020-02-15,06,7
2020-02-16,06,7
2020-02-17,06,7
2020-02-18,06,7
2020-02-19,06,7
2020-02-20,06,8
2020-02-21,06,9
2020-02-22,06,9
2020-02-23,06,9
2020-02-24,06,11
2020-02-25,06,11
2020-02-26,06,26
2020-02-27,06,26
2020-02-28,06,27
2020-02-29,06,28
2020-03-01,06,33
2020-03-02,06,38
2020-03-03,06,45
2020-03-04,06,55
2020-03-05,06,67
2020-03-06,06,81
2020-03-07,06,100
2020-03-08,06,112
2020-03-09,06,172
2020-03-10,06,179
2020-03-11,06,202
2020-03-12,06,252
2020-03-13,06,320
2020-03-14,06,381
2020-03-15,06,478
2020-03-16,06,588
2020-03-17,06,732
2020-03-18,06,893
2020-03-19,06,1067
2020-03-20,06,1283
2020-03-21,06,1544
2020-03-22,06,1851
2020-03-23,06,2240
2020-03-24,06,2644
2020-03-25,06,3183
2020-03-26,06,4060
2020-03-27,06,4914
2020-03-28,06,5565
2020-03-29,06,6266
2020-03-30,06,7421
2020-03-31,06,8582
2020-04-01,06,9816
2020-04-02,06,11190
2020-04-03,06,12569
2020-04-04,06,13796
2020-04-05,06,15076
2020-04-06,06,16284
2020-04-07,06,17540
2020-04-08,06,19043
2020-04-09,06,20191
2020-04-10,06,21366
2020-04-11,06,22421
2020-04-12,06,23323
2020-04-13,06,24334
2020-04-14,06,25758
2020-04-15,06,27107
2020-04-16,06,28142
2020-04-17,06,29398
2020-04-18,06,30829
2020-04-19,06,31544
2020-04-20,06,33862
2020-04-21,06,35844
2020-04-22,06,37573
2020-04-23,06,39534
2020-04-24,06,41368
2020-04-25,06,42590
2020-04-26,06,43691
2020-04-27,06,45208
2020-04-28,06,46570
2020-04-29,06,48904
2020-04-30,06,50470
2020-05-01,06,52318
2020-05-02,06,53753
2020-05-03,06,55072
2020-03-05,08,2
2020-03-06,08,8
2020-03-07,08,8
2020-03-08,08,8
2020-03-09,08,12
2020-03-10,08,17
2020-03-11,08,34
2020-03-12,08,49
2020-03-13,08,78
2020-03-14,08,103
2020-03-15,08,136
2020-03-16,08,161
2020-03-17,08,183
2020-03-18,08,216
2020-03-19,08,278
2020-03-20,08,364
2020-03-21,08,475
2020-03-22,08,591
2020-03-23,08,721
2020-03-24,08,912
2020-03-25,08,1086
2020-03-26,08,1432
2020-03-27,08,1735
2020-03-28,08,2061
2020-03-29,08,2315
2020-03-30,08,2628
2020-03-31,08,2990
2020-04-01,08,3346
2020-04-02,08,3728
2020-04-03,08,4182
2020-04-04,08,4574
2020-04-05,08,4950
2020-04-06,08,5172
2020-04-07,08,5429
2020-04-08,08,5655
2020-04-09,08,6202
2020-04-10,08,6510
2020-04-11,08,6893
2020-04-12,08,7303
2020-04-13,08,7691
2020-04-14,08,7941
2020-04-15,08,8280
2020-04-16,08,8675
2020-04-17,08,9047
2020-04-18,08,9433
2020-04-19,08,9730
2020-04-20,08,10106
2020-04-21,08,10447
2020-04-22,08,10878
2020-04-23,08,11262
2020-04-24,08,12255
2020-04-25,08,12968
2020-04-26,08,13441
2020-04-27,08,13804
2020-04-28,08,14239
2020-04-29,08,14680
2020-04-30,08,15207
2020-05-01,08,15661
2020-05-02,08,16118
2020-05-03,08,16527
2020-03-08,09,1
2020-03-09,09,2
2020-03-10,09,2
2020-03-11,09,3
2020-03-12,09,6
2020-03-13,09,11
2020-03-14,09,20
2020-03-15,09,26
2020-03-16,09,41
2020-03-17,09,68
2020-03-18,09,96
2020-03-19,09,159
2020-03-20,09,194
2020-03-21,09,223
2020-03-22,09,327
2020-03-23,09,415
2020-03-24,09,618
2020-03-25,09,875
2020-03-26,09,1012
2020-03-27,09,1291
2020-03-28,09,1524
2020-03-29,09,1993
2020-03-30,09,2571
2020-03-31,09,3128
2020-04-01,09,3557
2020-04-02,09,3824
2020-04-03,09,4915
2020-04-04,09,5276
2020-04-05,09,5675
2020-04-06,09,6906
2020-04-07,09,7781
2020-04-08,09,8781
2020-04-09,09,9784
2020-04-10,09,10538
2020-04-11,09,11510
2020-04-12,09,12035
2020-04-13,09,13381
2020-04-14,09,13989
2020-04-15,09,14755
2020-04-16,09,15884
2020-04-17,09,16809
2020-04-18,09,17550
2020-04-19,09,17962
2020-04-20,09,19815
2020-04-21,09,20360
2020-04-22,09,22469
2020-04-23,09,23100
2020-04-24,09,23921
2020-04-25,09,24582
2020-04-26,09,25269
2020-04-27,09,25997
2020-04-28,09,26312
2020-04-29,09,26767
2020-04-30,09,27700
2020-05-01,09,28764
2020-05-02,09,29287
2020-05-03,09,29287
2020-03-11,10,1
2020-03-12,10,4
2020-03-13,10,4
2020-03-14,10,4
2020-03-15,10,7
2020-03-16,10,8
2020-03-17,10,16
2020-03-18,10,26
2020-03-19,10,30
2020-03-20,10,39
2020-03-21,10,45
2020-03-22,10,56
2020-03-23,10,87
2020-03-24,10,104
2020-03-25,10,119
2020-03-26,10,143
2020-03-27,10,165
2020-03-28,10,214
2020-03-29,10,232
2020-03-30,10,264
2020-03-31,10,319
2020-04-01,10,368
2020-04-02,10,393
2020-04-03,10,450
2020-04-04,10,593
2020-04-05,10,673
2020-04-06,10,783
2020-04-07,10,928
2020-04-08,10,1116
2020-04-09,10,1209
2020-04-10,10,1326
2020-04-11,10,1479
2020-04-12,10,1625
2020-04-13,10,1761
2020-04-14,10,1926
2020-04-15,10,2014
2020-04-16,10,2075
2020-04-17,10,2323
2020-04-18,10,2538
2020-04-19,10,2538
2020-04-20,10,2745
2020-04-21,10,2931
2020-04-22,10,3200
2020-04-23,10,3308
2020-04-24,10,3442
2020-04-25,10,3576
2020-04-26,10,4034
2020-04-27,10,4162
2020-04-28,10,4575
2020-04-29,10,4655
2020-04-30,10,4734
2020-05-01,10,4918
2020-05-02,10,5038
2020-05-03,10,5208
2020-03-07,11,1
2020-03-08,11,1
2020-03-09,11,4
2020-03-10,11,4
2020-03-11,11,10
2020-03-12,11,10
2020-03-13,11,10
2020-03-14,11,16
2020-03-15,11,17
2020-03-16,11,22
2020-03-17,11,31
2020-03-18,11,36
2020-03-19,11,39
2020-03-20,11,71
2020-03-21,11,77
2020-03-22,11,98
2020-03-23,11,116
2020-03-24,11,137
2020-03-25,11,183
2020-03-26,11,231
2020-03-27,11,267
2020-03-28,11,304
2020-03-29,11,342
2020-03-30,11,401
2020-03-31,11,495
2020-04-01,11,586
2020-04-02,11,653
2020-04-03,11,757
2020-04-04,11,902
2020-04-05,11,998
2020-04-06,11,1097
2020-04-07,11,1211
2020-04-08,11,1440
2020-04-09,11,1523
2020-04-10,11,1660
2020-04-11,11,1778
2020-04-12,11,1875
2020-04-13,11,1955
2020-04-14,11,2058
2020-04-15,11,2197
2020-04-16,11,2350
2020-04-17,11,2476
2020-04-18,11,2666
2020-04-19,11,2793
2020-04-20,11,2927
2020-04-21,11,3098
2020-04-22,11,3206
2020-04-23,11,3361
2020-04-24,11,3528
2020-04-25,11,3699
2020-04-26,11,3841
2020-04-27,11,3892
2020-04-28,11,3994
2020-04-29,11,4106
2020-04-30,11,4323
2020-05-01,11,4658
2020-05-02,11,4797
2020-05-03,11,5016
2020-03-01,12,2
2020-03-02,12,2
2020-03-03,12,3
2020-03-04,12,3
2020-03-05,12,4
2020-03-06,12,7
2020-03-07,12,12
2020-03-08,12,13
2020-03-09,12,14
2020-03-10,12,23
2020-03-11,12,26
2020-03-12,12,46
2020-03-13,12,70
2020-03-14,12,70
2020-03-15,12,109
2020-03-16,12,141
2020-03-17,12,210
2020-03-18,12,326
2020-03-19,12,434
2020-03-20,12,564
2020-03-21,12,764
2020-03-22,12,1000
2020-03-23,12,1222
2020-03-24,12,1467
2020-03-25,12,1965
2020-03-26,12,2477
2020-03-27,12,3198
2020-03-28,12,4038
2020-03-29,12,4942
2020-03-30,12,5694
2020-03-31,12,6741
2020-04-01,12,7765
2020-04-02,12,9000
2020-04-03,12,10260
2020-04-04,12,11537
2020-04-05,12,12342
2020-04-06,12,13621
2020-04-07,12,14739
2020-04-08,12,15690
2020-04-09,12,16819
2020-04-10,12,17960
2020-04-11,12,18978
2020-04-12,12,19855
2020-04-13,12,21011
2020-04-14,12,21620
2020-04-15,12,22526
2020-04-16,12,23332
2020-04-17,12,24745
2020-04-18,12,25484
2020-04-19,12,26306
2020-04-20,12,27050
2020-04-21,12,27861
2020-04-22,12,28301
2020-04-23,12,29640
2020-04-24,12,30525
2020-04-25,12,30831
2020-04-26,12,31520
2020-04-27,12,32130
2020-04-28,12,32838
2020-04-29,12,33185
2020-04-30,12,33683
2020-05-01,12,34720
2020-05-02,12,35455
2020-05-03,12,36070
2020-03-02,13,2
2020-03-03,13,2
2020-03-04,13,2
2020-03-05,13,2
2020-03-06,13,3
2020-03-07,13,7
2020-03-08,13,11
2020-03-09,13,17
2020-03-10,13,22
2020-03-11,13,31
2020-03-12,13,31
2020-03-13,13,41
2020-03-14,13,65
2020-03-15,13,97
2020-03-16,13,118
2020-03-17,13,142
2020-03-18,13,193
2020-03-19,13,282
2020-03-20,13,482
2020-03-21,13,552
2020-03-22,13,620
2020-03-23,13,800
2020-03-24,13,1097
2020-03-25,13,1387
2020-03-26,13,1643
2020-03-27,13,2198
2020-03-28,13,2447
2020-03-29,13,2683
2020-03-30,13,3032
2020-03-31,13,4117
2020-04-01,13,4748
2020-04-02,13,5444
2020-04-03,13,5967
2020-04-04,13,6383
2020-04-05,13,6742
2020-04-06,13,7558
2020-04-07,13,9156
2020-04-08,13,10204
2020-04-09,13,10885
2020-04-10,13,11859
2020-04-11,13,12261
2020-04-12,13,12103
2020-04-13,13,13125
2020-04-14,13,13913
2020-04-15,13,14583
2020-04-16,13,15644
2020-04-17,13,16658
2020-04-18,13,17014
2020-04-19,13,17619
2020-04-20,13,18447
2020-04-21,13,19189
2020-04-22,13,20099
2020-04-23,13,20905
2020-04-24,13,21575
2020-04-25,13,22225
2020-04-26,13,22459
2020-04-27,13,23229
2020-04-28,13,23607
2020-04-29,13,24300
2020-04-30,13,25431
2020-05-01,13,26436
2020-05-02,13,27268
2020-05-03,13,27618
2020-03-06,15,1
2020-03-07,15,1
2020-03-08,15,2
2020-03-09,15,2
2020-03-10,15,2
2020-03-11,15,2
2020-03-12,15,2
2020-03-13,15,2
2020-03-14,15,4
2020-03-15,15,7
2020-03-16,15,10
2020-03-17,15,14
2020-03-18,15,16
2020-03-19,15,26
2020-03-20,15,37
2020-03-21,15,48
2020-03-22,15,56
2020-03-23,15,77
2020-03-24,15,90
2020-03-25,15,95
2020-03-26,15,106
2020-03-27,15,120
2020-03-28,15,151
2020-03-29,15,175
2020-03-30,15,204
2020-03-31,15,224
2020-04-01,15,258
2020-04-02,15,283
2020-04-03,15,317
2020-04-04,15,349
2020-04-05,15,369
2020-04-06,15,385
2020-04-07,15,408
2020-04-08,15,433
2020-04-09,15,440
2020-04-10,15,463
2020-04-11,15,484
2020-04-12,15,497
2020-04-13,15,502
2020-04-14,15,511
2020-04-15,15,524
2020-04-16,15,535
2020-04-17,15,547
2020-04-18,15,568
2020-04-19,15,574
2020-04-20,15,578
2020-04-21,15,580
2020-04-22,15,586
2020-04-23,15,590
2020-04-24,15,595
2020-04-25,15,597
2020-04-26,15,599
2020-04-27,15,600
2020-04-28,15,602
2020-04-29,15,605
2020-04-30,15,609
2020-05-01,15,610
2020-05-02,15,611
2020-05-03,15,611
2020-03-13,16,1
2020-03-14,16,5
2020-03-15,16,5
2020-03-16,16,5
2020-03-17,16,9
2020-03-18,16,11
2020-03-19,16,23
2020-03-20,16,31
2020-03-21,16,42
2020-03-22,16,47
2020-03-23,16,50
2020-03-24,16,73
2020-03-25,16,123
2020-03-26,16,189
2020-03-27,16,231
2020-03-28,16,261
2020-03-29,16,310
2020-03-30,16,415
2020-03-31,16,526
2020-04-01,16,669
2020-04-02,16,891
2020-04-03,16,1013
2020-04-04,16,1077
2020-04-05,16,1101
2020-04-06,16,1170
2020-04-07,16,1210
2020-04-08,16,1232
2020-04-09,16,1353
2020-04-10,16,1397
2020-04-11,16,1407
2020-04-12,16,1426
2020-04-13,16,1453
2020-04-14,16,1464
2020-04-15,16,1507
2020-04-16,16,1528
2020-04-17,16,1566
2020-04-18,16,1577
2020-04-19,16,1581
2020-04-20,16,1638
2020-04-21,16,1659
2020-04-22,16,1688
2020-04-23,16,1721
2020-04-24,16,1750
2020-04-25,16,1760
2020-04-26,16,1768
2020-04-27,16,1785
2020-04-28,16,1810
2020-04-29,16,1831
2020-04-30,16,1861
2020-05-01,16,1883
2020-05-02,16,1908
2020-05-03,16,1906
2020-01-24,17,1
2020-01-25,17,1
2020-01-26,17,1
2020-01-27,17,1
2020-01-28,17,1
2020-01-29,17,1
2020-01-30,17,2
2020-01-31,17,2
2020-02-01,17,2
2020-02-02,17,2
2020-02-03,17,2
2020-02-04,17,2
2020-02-05,17,2
2020-02-06,17,2
2020-02-07,17,2
2020-02-08,17,2
2020-02-09,17,2
2020-02-10,17,2
2020-02-11,17,2
2020-02-12,17,2
2020-02-13,17,2
2020-02-14,17,2
2020-02-15,17,2
2020-02-16,17,2
2020-02-17,17,2
2020-02-18,17,2
2020-02-19,17,2
2020-02-20,17,2
2020-02-21,17,2
2020-02-22,17,2
2020-02-23,17,2
2020-02-24,17,2
2020-02-25,17,2
2020-02-26,17,2
2020-02-27,17,2
2020-02-28,17,2
2020-02-29,17,3
2020-03-01,17,3
2020-03-02,17,4
2020-03-03,17,4
2020-03-04,17,4
2020-03-05,17,5
2020-03-06,17,6
2020-03-07,17,6
2020-03-08,17,7
2020-03-09,17,11
2020-03-10,17,19
2020-03-11,17,25
2020-03-12,17,32
2020-03-13,17,46
2020-03-14,17,66
2020-03-15,17,94
2020-03-16,17,104
2020-03-17,17,159
2020-03-18,17,286
2020-03-19,17,420
2020-03-20,17,583
2020-03-21,17,751
2020-03-22,17,1047
2020-03-23,17,1285
2020-03-24,17,1535
2020-03-25,17,1875
2020-03-26,17,2538
2020-03-27,17,3029
2020-03-28,17,3547
2020-03-29,17,4613
2020-03-30,17,5070
2020-03-31,17,5994
2020-04-01,17,6980
2020-04-02,17,7695
2020-04-03,17,8904
2020-04-04,17,10357
2020-04-05,17,11276
2020-04-06,17,12262
2020-04-07,17,13549
2020-04-08,17,15078
2020-04-09,17,16422
2020-04-10,17,17887
2020-04-11,17,19180
2020-04-12,17,20852
2020-04-13,17,22025
2020-04-14,17,23247
2020-04-15,17,24593
2020-04-16,17,25734
2020-04-17,17,27575
2020-04-18,17,29160
2020-04-19,17,30357
2020-04-20,17,31508
2020-04-21,17,33059
2020-04-22,17,35108
2020-04-23,17,36935
2020-04-24,17,39658
2020-04-25,17,41777
2020-04-26,17,43903
2020-04-27,17,45883
2020-04-28,17,48102
2020-04-29,17,50355
2020-04-30,17,52918
2020-05-01,17,56055
2020-05-02,17,58505
2020-05-03,17,61499
2020-03-06,18,1
2020-03-07,18,1
2020-03-08,18,2
2020-03-09,18,4
2020-03-10,18,6
2020-03-11,18,11
2020-03-12,18,12
2020-03-13,18,12
2020-03-14,18,15
2020-03-15,18,19
2020-03-16,18,24
2020-03-17,18,30
2020-03-18,18,39
2020-03-19,18,56
2020-03-20,18,79
2020-03-21,18,126
2020-03-22,18,201
2020-03-23,18,259
2020-03-24,18,366
2020-03-25,18,479
2020-03-26,18,656
2020-03-27,18,982
2020-03-28,18,1232
2020-03-29,18,1514
2020-03-30,18,1788
2020-03-31,18,2159
2020-04-01,18,2565
2020-04-02,18,3039
2020-04-03,18,3437
2020-04-04,18,3953
2020-04-05,18,4411
2020-04-06,18,4956
2020-04-07,18,5507
2020-04-08,18,5943
2020-04-09,18,6351
2020-04-10,18,6907
2020-04-11,18,7435
2020-04-12,18,7928
2020-04-13,18,8236
2020-04-14,18,8527
2020-04-15,18,8955
2020-04-16,18,9542
2020-04-17,18,10154
2020-04-18,18,10641
2020-04-19,18,11210
2020-04-20,18,11686
2020-04-21,18,12097
2020-04-22,18,12438
2020-04-23,18,13039
2020-04-24,18,13680
2020-04-25,18,14395
2020-04-26,18,15012
2020-04-27,18,15961
2020-04-28,18,16579
2020-04-29,18,17168
2020-04-30,18,17822
2020-05-01,18,18630
2020-05-02,18,19295
2020-05-03,18,19933
2020-03-08,19,3
2020-03-09,19,8
2020-03-10,19,13
2020-03-11,19,14
2020-03-12,19,16
2020-03-13,19,17
2020-03-14,19,18
2020-03-15,19,22
2020-03-16,19,22
2020-03-17,19,29
2020-03-18,19,38
2020-03-19,19,44
2020-03-20,19,45
2020-03-21,19,68
2020-03-22,19,90
2020-03-23,19,105
2020-03-24,19,124
2020-03-25,19,145
2020-03-26,19,179
2020-03-27,19,235
2020-03-28,19,298
2020-03-29,19,336
2020-03-30,19,424
2020-03-31,19,498
2020-04-01,19,549
2020-04-02,19,614
2020-04-03,19,699
2020-04-04,19,786
2020-04-05,19,868
2020-04-06,19,946
2020-04-07,19,1048
2020-04-08,19,1145
2020-04-09,19,1270
2020-04-10,19,1388
2020-04-11,19,1510
2020-04-12,19,1587
2020-04-13,19,1710
2020-04-14,19,1899
2020-04-15,19,1995
2020-04-16,19,2141
2020-04-17,19,2332
2020-04-18,19,2513
2020-04-19,19,2915
2020-04-20,19,3175
2020-04-21,19,3641
2020-04-22,19,3764
2020-04-23,19,3939
2020-04-24,19,4459
2020-04-25,19,5109
2020-04-26,19,5491
2020-04-27,19,5868
2020-04-28,19,6376
2020-04-29,19,6843
2020-04-30,19,7145
2020-05-01,19,7884
2020-05-02,19,8641
2020-05-03,19,9169
2020-03-07,20,1
2020-03-08,20,1
2020-03-09,20,1
2020-03-10,20,1
2020-03-11,20,1
2020-03-12,20,5
2020-03-13,20,6
2020-03-14,20,8
2020-03-15,20,9
2020-03-16,20,11
2020-03-17,20,17
2020-03-18,20,22
2020-03-19,20,35
2020-03-20,20,49
2020-03-21,20,57
2020-03-22,20,66
2020-03-23,20,82
2020-03-24,20,99
2020-03-25,20,132
2020-03-26,20,171
2020-03-27,20,212
2020-03-28,20,271
2020-03-29,20,332
2020-03-30,20,373
2020-03-31,20,434
2020-04-01,20,488
2020-04-02,20,554
2020-04-03,20,624
2020-04-04,20,701
2020-04-05,20,763
2020-04-06,20,853
2020-04-07,20,905
2020-04-08,20,1055
2020-04-09,20,1116
2020-04-10,20,1180
2020-04-11,20,1283
2020-04-12,20,1338
2020-04-13,20,1383
2020-04-14,20,1439
2020-04-15,20,1502
2020-04-16,20,1594
2020-04-17,20,1731
2020-04-18,20,1820
2020-04-19,20,1898
2020-04-20,20,2031
2020-04-21,20,2115
2020-04-22,20,2292
2020-04-23,20,2615
2020-04-24,20,2830
2020-04-25,20,3081
2020-04-26,20,3188
2020-04-27,20,3393
2020-04-28,20,3587
2020-04-29,20,3799
2020-04-30,20,4291
2020-05-01,20,4486
2020-05-02,20,4838
2020-05-03,20,5156
2020-03-06,21,1
2020-03-07,21,1
2020-03-08,21,4
2020-03-09,21,5
2020-03-10,21,7
2020-03-11,21,7
2020-03-12,21,11
2020-03-13,21,11
2020-03-14,21,18
2020-03-15,21,21
2020-03-16,21,22
2020-03-17,21,26
2020-03-18,21,35
2020-03-19,21,47
2020-03-20,21,63
2020-03-21,21,84
2020-03-22,21,103
2020-03-23,21,124
2020-03-24,21,157
2020-03-25,21,198
2020-03-26,21,248
2020-03-27,21,302
2020-03-28,21,394
2020-03-29,21,439
2020-03-30,21,480
2020-03-31,21,590
2020-04-01,21,682
2020-04-02,21,755
2020-04-03,21,770
2020-04-04,21,917
2020-04-05,21,1048
2020-04-06,21,1057
2020-04-07,21,1289
2020-04-08,21,1393
2020-04-09,21,1525
2020-04-10,21,1702
2020-04-11,21,1851
2020-04-12,21,1963
2020-04-13,21,2048
2020-04-14,21,2210
2020-04-15,21,2295
2020-04-16,21,2429
2020-04-17,21,2522
2020-04-18,21,2707
2020-04-19,21,2960
2020-04-20,21,3050
2020-04-21,21,3193
2020-04-22,21,3373
2020-04-23,21,3548
2020-04-24,21,3779
2020-04-25,21,3905
2020-04-26,21,4074
2020-04-27,21,4146
2020-04-28,21,4375
2020-04-29,21,4538
2020-04-30,21,4708
2020-05-01,21,4879
2020-05-02,21,4881
2020-05-03,21,5222
2020-03-09,22,1
2020-03-10,22,6
2020-03-11,22,13
2020-03-12,22,14
2020-03-13,22,36
2020-03-14,22,77
2020-03-15,22,103
2020-03-16,22,137
2020-03-17,22,196
2020-03-18,22,280
2020-03-19,22,392
2020-03-20,22,537
2020-03-21,22,763
2020-03-22,22,837
2020-03-23,22,1172
2020-03-24,22,1388
2020-03-25,22,1795
2020-03-26,22,2305
2020-03-27,22,2746
2020-03-28,22,3315
2020-03-29,22,3540
2020-03-30,22,4025
2020-03-31,22,5237
2020-04-01,22,6424
2020-04-02,22,9150
2020-04-03,22,10297
2020-04-04,22,12496
2020-04-05,22,13010
2020-04-06,22,14867
2020-04-07,22,16284
2020-04-08,22,17030
2020-04-09,22,18283
2020-04-10,22,19253
2020-04-11,22,20014
2020-04-12,22,20595
2020-04-13,22,21016
2020-04-14,22,21518
2020-04-15,22,21951
2020-04-16,22,22532
2020-04-17,22,23118
2020-04-18,22,23580
2020-04-19,22,23928
2020-04-20,22,24523
2020-04-21,22,24854
2020-04-22,22,25258
2020-04-23,22,25739
2020-04-24,22,26140
2020-04-25,22,26512
2020-04-26,22,26773
2020-04-27,22,27068
2020-04-28,22,27286
2020-04-29,22,27660
2020-04-30,22,28001
2020-05-01,22,28711
2020-05-02,22,29140
2020-05-03,22,29340
2020-03-12,23,1
2020-03-13,23,2
