date,location,value
2020-06-03,02,19
2020-06-04,02,26
2020-06-05,02,23
2020-06-06,02,14
2020-06-07,02,9
2020-06-08,02,19
2020-06-09,02,13
2020-06-10,02,22
2020-06-11,02,24
2020-06-12,02,22
2020-06-13,02,34
2020-06-14,02,12
2020-06-15,02,4
2020-06-16,02,13
2020-06-17,02,25
2020-01-26,04,1
2020-01-27,04,0
2020-01-28,04,0
2020-01-29,04,0
2020-01-30,04,0
2020-01-31,04,0
2020-02-01,04,0
2020-02-02,04,0
2020-02-03,04,0
2020-02-04,04,0
2020-02-05,04,0
2020-02-06,04,0
2020-02-07,04,0
2020-02-08,04,0
2020-02-09,04,0
2020-02-10,04,0
2020-02-11,04,0
2020-02-12,04,0
2020-02-13,04,0
2020-02-14,04,0
2020-02-15,04,0
2020-02-16,04,0
2020-02-17,04,0
2020-02-18,04,0
2020-02-19,04,0
2020-02-20,04,0
2020-02-21,04,0
2020-02-22,04,0
2020-02-23,04,0
2020-02-24,04,0
2020-02-25,04,0
2020-02-26,04,0
2020-02-27,04,0
2020-02-28,04,0
2020-02-29,04,0
2020-03-01,04,0
2020-03-02,04,0
2020-03-03,04,1
2020-03-04,04,0
2020-03-05,04,0
2020-03-06,04,1
2020-03-07,04,2
2020-03-08,04,0
2020-03-09,04,1
2020-03-10,04,0
2020-03-11,04,3
2020-03-12,04,0
2020-03-13,04,0
2020-03-14,04,3
2020-03-15,04,1
2020-03-16,04,5
2020-03-17,04,2
2020-03-18,04,8
2020-03-19,04,19
2020-03-20,04,23
2020-03-21,04,34
2020-03-22,04,49
2020-03-23,04,81
2020-03-24,04,92
2020-03-25,04,76
2020-03-26,04,106
2020-03-27,04,157
2020-03-28,04,108
2020-03-29,04,156
2020-03-30,04,240
2020-03-31,04,129
2020-04-01,04,115
2020-04-02,04,187
2020-04-03,04,169
2020-04-04,04,250
2020-04-05,04,250
2020-04-06,04,196
2020-04-07,04,110
2020-04-08,04,151
2020-04-09,04,292
2020-04-10,04,94
2020-04-11,04,281
2020-04-12,04,146
2020-04-13,04,163
2020-04-14,04,104
2020-04-15,04,156
2020-04-16,04,272
2020-04-17,04,273
2020-04-18,04,212
2020-04-19,04,210
2020-04-20,04,135
2020-04-21,04,187
2020-04-22,04,208
2020-04-23,04,310
2020-04-24,04,276
2020-04-25,04,235
2020-04-26,04,246
2020-04-27,04,190
2020-04-28,04,232
2020-04-29,04,254
2020-04-30,04,446
2020-05-01,04,314
2020-05-02,04,402
2020-05-03,04,276
2020-05-04,04,279
2020-05-05,04,386
2020-05-06,04,402
2020-05-07,04,238
2020-05-08,04,581
2020-05-09,04,434
2020-05-10,04,159
2020-05-11,04,261
2020-05-12,04,356
2020-05-13,04,440
2020-05-14,04,498
2020-05-15,04,495
2020-05-16,04,462
2020-05-17,04,306
2020-05-18,04,233
2020-05-19,04,396
2020-05-20,04,331
2020-05-21,04,418
2020-05-22,04,293
2020-05-23,04,432
2020-05-24,04,299
2020-05-25,04,222
2020-05-26,04,222
2020-05-27,04,479
2020-05-28,04,501
2020-05-29,04,702
2020-05-30,04,790
2020-05-31,04,681
2020-06-01,04,187
2020-06-02,04,1127
2020-06-03,04,995
2020-06-04,04,573
2020-06-05,04,1551
2020-06-06,04,1148
2020-06-07,04,1407
2020-06-08,04,837
2020-06-09,04,635
2020-06-10,04,1585
2020-06-11,04,1544
2020-06-12,04,1642
2020-06-13,04,1606
2020-06-14,04,1180
2020-06-15,04,1052
2020-06-16,04,2293
2020-06-17,04,1861
2020-03-11,05,1
2020-03-12,05,5
2020-03-13,05,1
2020-03-14,05,2
2020-03-15,05,7
2020-03-16,05,6
2020-03-17,05,0
2020-03-18,05,11
2020-03-19,05,29
2020-03-20,05,38
2020-03-21,05,18
2020-03-22,05,47
2020-03-23,05,36
2020-03-24,05,30
2020-03-25,05,76
2020-03-26,05,43
2020-03-27,05,35
2020-03-28,05,24
2020-03-29,05,40
2020-03-30,05,59
2020-03-31,05,56
2020-04-01,05,60
2020-04-02,05,59
2020-04-03,05,55
2020-04-04,05,5
2020-04-05,05,110
2020-04-06,05,74
2020-04-07,05,70
2020-04-08,05,80
2020-04-09,05,69
2020-04-10,05,56
2020-04-11,05,26
2020-04-12,05,52
2020-04-13,05,195
2020-04-14,05,23
2020-04-15,05,101
2020-04-16,05,21
2020-04-17,05,75
2020-04-18,05,82
2020-04-19,05,4
2020-04-20,05,190
2020-04-21,05,291
2020-04-22,05,130
2020-04-23,05,207
2020-04-24,05,211
2020-04-25,05,99
2020-04-26,05,92
2020-04-27,05,68
2020-04-28,05,58
2020-04-29,05,80
2020-04-30,05,74
2020-05-01,05,29
2020-05-02,05,62
2020-05-03,05,59
2020-05-04,05,38
2020-05-05,05,56
2020-05-06,05,86
2020-05-07,05,83
2020-05-08,05,53
2020-05-09,05,0
2020-05-10,05,265
2020-05-11,05,31
2020-05-12,05,121
2020-05-13,05,72
2020-05-14,05,130
2020-05-15,05,97
2020-05-16,05,115
2020-05-17,05,181
2020-05-18,05,54
2020-05-19,05,110
2020-05-20,05,80
2020-05-21,05,455
2020-05-22,05,154
2020-05-23,05,163
2020-05-24,05,147
2020-05-25,05,107
2020-05-26,05,151
2020-05-27,05,97
2020-05-28,05,261
2020-05-29,05,239
2020-05-30,05,236
2020-05-31,05,240
2020-06-01,05,190
2020-06-02,05,375
2020-06-03,05,249
2020-06-04,05,358
2020-06-05,05,226
2020-06-06,05,450
2020-06-07,05,325
2020-06-08,05,314
2020-06-09,05,340
2020-06-10,05,288
2020-06-11,05,448
2020-06-12,05,731
2020-06-13,05,548
2020-06-14,05,406
2020-06-15,05,416
2020-06-16,05,274
2020-06-17,05,415
2020-01-25,06,1
2020-01-26,06,1
2020-01-27,06,0
2020-01-28,06,0
2020-01-29,06,0
2020-01-30,06,0
2020-01-31,06,1
2020-02-01,06,0
2020-02-02,06,3
2020-02-03,06,0
2020-02-04,06,0
2020-02-05,06,0
2020-02-06,06,0
2020-02-07,06,0
2020-02-08,06,0
2020-02-09,06,0
2020-02-10,06,1
2020-02-11,06,0
2020-02-12,06,0
2020-02-13,06,0
2020-02-14,06,0
2020-02-15,06,0
2020-02-16,06,0
2020-02-17,06,0
2020-02-18,06,0
2020-02-19,06,0
2020-02-20,06,1
2020-02-21,06,1
2020-02-22,06,0
2020-02-23,06,0
2020-02-24,06,2
2020-02-25,06,0
2020-02-26,06,15
2020-02-27,06,0
2020-02-28,06,1
2020-02-29,06,1
2020-03-01,06,5
2020-03-02,06,5
2020-03-03,06,7
2020-03-04,06,10
2020-03-05,06,12
2020-03-06,06,14
2020-03-07,06,19
2020-03-08,06,12
2020-03-09,06,60
2020-03-10,06,7
2020-03-11,06,23
2020-03-12,06,50
2020-03-13,06,68
2020-03-14,06,61
2020-03-15,06,97
2020-03-16,06,110
2020-03-17,06,144
2020-03-18,06,161
2020-03-19,06,174
2020-03-20,06,216
2020-03-21,06,261
2020-03-22,06,307
2020-03-23,06,389
2020-03-24,06,404
2020-03-25,06,539
2020-03-26,06,877
2020-03-27,06,854
2020-03-28,06,651
2020-03-29,06,701
2020-03-30,06,1155
2020-03-31,06,1161
2020-04-01,06,1234
2020-04-02,06,1374
2020-04-03,06,1379
2020-04-04,06,1227
2020-04-05,06,1280
2020-04-06,06,1208
2020-04-07,06,1256
2020-04-08,06,1503
2020-04-09,06,1148
2020-04-10,06,1175
2020-04-11,06,1055
2020-04-12,06,902
2020-04-13,06,1011
2020-04-14,06,1424
2020-04-15,06,1349
2020-04-16,06,1035
2020-04-17,06,1256
2020-04-18,06,1431
2020-04-19,06,715
2020-04-20,06,2318
2020-04-21,06,1982
2020-04-22,06,1729
2020-04-23,06,1961
2020-04-24,06,1834
2020-04-25,06,1222
2020-04-26,06,1101
2020-04-27,06,1517
2020-04-28,06,1362
2020-04-29,06,2334
2020-04-30,06,1566
2020-05-01,06,1848
2020-05-02,06,1435
2020-05-03,06,1319
2020-05-04,06,1261
2020-05-05,06,2515
2020-05-06,06,1939
2020-05-07,06,1694
2020-05-08,06,2135
2020-05-09,06,2208
2020-05-10,06,1227
2020-05-11,06,1463
2020-05-12,06,1636
2020-05-13,06,2068
2020-05-14,06,1729
2020-05-15,06,2068
2020-05-16,06,1918
2020-05-17,06,1433
2020-05-18,06,1577
2020-05-19,06,2038
2020-05-20,06,2144
2020-05-21,06,2363
2020-05-22,06,2313
2020-05-23,06,2014
2020-05-24,06,1928
2020-05-25,06,2274
2020-05-26,06,2908
2020-05-27,06,1949
2020-05-28,06,2197
2020-05-29,06,2972
2020-05-30,06,3057
2020-05-31,06,3014
2020-06-01,06,2529
2020-06-02,06,2438
2020-06-03,06,2326
2020-06-04,06,2510
2020-06-05,06,3593
2020-06-06,06,2637
2020-06-07,06,2850
2020-06-08,06,2290
2020-06-09,06,2943
2020-06-10,06,2893
2020-06-11,06,3570
2020-06-12,06,3576
2020-06-13,06,3149
2020-06-14,06,2519
2020-06-15,06,2699
2020-06-16,06,3462
2020-06-17,06,4237
2020-03-05,08,2
2020-03-06,08,6
2020-03-07,08,0
2020-03-08,08,0
2020-03-09,08,4
2020-03-10,08,5
2020-03-11,08,17
2020-03-12,08,15
2020-03-13,08,29
2020-03-14,08,25
2020-03-15,08,33
2020-03-16,08,25
2020-03-17,08,22
2020-03-18,08,33
2020-03-19,08,62
2020-03-20,08,86
2020-03-21,08,111
2020-03-22,08,116
2020-03-23,08,130
2020-03-24,08,191
2020-03-25,08,174
2020-03-26,08,346
2020-03-27,08,303
2020-03-28,08,326
2020-03-29,08,254
2020-03-30,08,313
2020-03-31,08,362
2020-04-01,08,356
2020-04-02,08,382
2020-04-03,08,454
2020-04-04,08,392
2020-04-05,08,376
2020-04-06,08,222
2020-04-07,08,257
2020-04-08,08,226
2020-04-09,08,547
2020-04-10,08,308
2020-04-11,08,383
2020-04-12,08,410
2020-04-13,08,388
2020-04-14,08,250
2020-04-15,08,339
2020-04-16,08,395
2020-04-17,08,372
2020-04-18,08,386
2020-04-19,08,297
2020-04-20,08,376
2020-04-21,08,341
2020-04-22,08,431
2020-04-23,08,384
2020-04-24,08,993
2020-04-25,08,712
2020-04-26,08,473
2020-04-27,08,364
2020-04-28,08,435
2020-04-29,08,441
2020-04-30,08,527
2020-05-01,08,454
2020-05-02,08,457
2020-05-03,08,409
2020-05-04,08,272
2020-05-05,08,457
2020-05-06,08,464
2020-05-07,08,544
2020-05-08,08,455
2020-05-09,08,548
2020-05-10,08,328
2020-05-11,08,198
2020-05-12,08,310
2020-05-13,08,339
2020-05-14,08,371
2020-05-15,08,394
2020-05-16,08,397
2020-05-17,08,305
2020-05-18,08,265
2020-05-19,08,280
2020-05-20,08,315
2020-05-21,08,392
2020-05-22,08,295
2020-05-23,08,476
2020-05-24,08,208
2020-05-25,08,116
2020-05-26,08,297
2020-05-27,08,222
2020-05-28,08,341
2020-05-29,08,486
2020-05-30,08,482
2020-05-31,08,280
2020-06-01,08,199
2020-06-02,08,211
2020-06-03,08,272
2020-06-04,08,300
2020-06-05,08,255
2020-06-06,08,233
2020-06-07,08,153
2020-06-08,08,182
2020-06-09,08,164
2020-06-10,08,151
2020-06-11,08,148
2020-06-12,08,175
2020-06-13,08,195
2020-06-14,08,113
2020-06-15,08,169
2020-06-16,08,143
2020-06-17,08,231
2020-03-08,09,1
2020-03-09,09,1
2020-03-10,09,0
2020-03-11,09,1
2020-03-12,09,3
2020-03-13,09,5
2020-03-14,09,9
2020-03-15,09,6
2020-03-16,09,15
2020-03-17,09,27
2020-03-18,09,28
2020-03-19,09,63
2020-03-20,09,35
2020-03-21,09,29
2020-03-22,09,104
2020-03-23,09,88
2020-03-24,09,203
2020-03-25,09,257
2020-03-26,09,137
2020-03-27,09,279
2020-03-28,09,233
2020-03-29,09,469
2020-03-30,09,578
2020-03-31,09,557
2020-04-01,09,429
2020-04-02,09,267
2020-04-03,09,1091
2020-04-04,09,361
2020-04-05,09,399
2020-04-06,09,1231
2020-04-07,09,875
2020-04-08,09,1000
2020-04-09,09,1003
2020-04-10,09,754
2020-04-11,09,972
2020-04-12,09,525
2020-04-13,09,1346
2020-04-14,09,608
2020-04-15,09,766
2020-04-16,09,1129
2020-04-17,09,925
2020-04-18,09,741
2020-04-19,09,412
2020-04-20,09,1853
2020-04-21,09,545
2020-04-22,09,2109
2020-04-23,09,631
2020-04-24,09,821
2020-04-25,09,661
2020-04-26,09,687
2020-04-27,09,728
2020-04-28,09,315
2020-04-29,09,455
2020-04-30,09,933
2020-05-01,09,1064
2020-05-02,09,523
2020-05-03,09,0
2020-05-04,09,686
2020-05-05,09,648
2020-05-06,09,374
2020-05-07,09,789
2020-05-08,09,627
2020-05-09,09,573
2020-05-10,09,570
2020-05-11,09,211
2020-05-12,09,568
2020-05-13,09,522
2020-05-14,09,609
2020-05-15,09,621
2020-05-16,09,618
2020-05-17,09,716
2020-05-18,09,697
2020-05-19,09,314
2020-05-20,09,587
2020-05-21,09,191
2020-05-22,09,432
2020-05-23,09,382
2020-05-24,09,446
2020-05-25,09,405
2020-05-26,09,430
2020-05-27,09,-15
2020-05-28,09,271
2020-05-29,09,203
2020-05-30,09,260
2020-05-31,09,179
2020-06-01,09,539
2020-06-02,09,239
2020-06-03,09,112
2020-06-04,09,148
2020-06-05,09,221
2020-06-06,09,358
2020-06-07,09,150
2020-06-08,09,124
2020-06-09,09,87
2020-06-10,09,168
2020-06-11,09,114
2020-06-12,09,228
2020-06-13,09,305
2020-06-14,09,94
2020-06-15,09,147
2020-06-16,09,114
2020-06-17,09,80
2020-03-11,10,1
2020-03-12,10,3
2020-03-13,10,0
2020-03-14,10,0
2020-03-15,10,3
2020-03-16,10,1
2020-03-17,10,8
2020-03-18,10,10
2020-03-19,10,4
2020-03-20,10,9
2020-03-21,10,6
2020-03-22,10,11
2020-03-23,10,31
2020-03-24,10,17
2020-03-25,10,15
2020-03-26,10,24
2020-03-27,10,22
2020-03-28,10,49
2020-03-29,10,18
2020-03-30,10,32
2020-03-31,10,55
2020-04-01,10,49
2020-04-02,10,25
2020-04-03,10,57
2020-04-04,10,143
2020-04-05,10,80
2020-04-06,10,110
2020-04-07,10,145
2020-04-08,10,188
2020-04-09,10,93
2020-04-10,10,117
2020-04-11,10,153
2020-04-12,10,146
2020-04-13,10,136
2020-04-14,10,165
2020-04-15,10,88
2020-04-16,10,61
2020-04-17,10,248
2020-04-18,10,215
2020-04-19,10,0
2020-04-20,10,207
2020-04-21,10,186
2020-04-22,10,269
2020-04-23,10,108
2020-04-24,10,134
2020-04-25,10,134
2020-04-26,10,458
2020-04-27,10,128
2020-04-28,10,413
2020-04-29,10,80
2020-04-30,10,79
2020-05-01,10,184
2020-05-02,10,120
2020-05-03,10,170
2020-05-04,10,80
2020-05-05,10,83
2020-05-06,10,407
2020-05-07,10,161
2020-05-08,10,172
2020-05-09,10,166
2020-05-10,10,170
2020-05-11,10,118
2020-05-12,10,176
2020-05-13,10,211
2020-05-14,10,271
2020-05-15,10,150
2020-05-16,10,174
2020-05-17,10,123
2020-05-18,10,199
2020-05-19,10,168
2020-05-20,10,157
2020-05-21,10,192
2020-05-22,10,143
2020-05-23,10,161
2020-05-24,10,119
2020-05-25,10,156
2020-05-26,10,101
2020-05-27,10,30
2020-05-28,10,75
2020-05-29,10,65
2020-05-30,10,186
2020-05-31,10,76
2020-06-01,10,107
2020-06-02,10,80
2020-06-03,10,27
2020-06-04,10,34
2020-06-05,10,27
2020-06-06,10,72
2020-06-07,10,97
2020-06-08,10,30
2020-06-09,10,48
2020-06-10,10,36
2020-06-11,10,50
2020-06-12,10,67
2020-06-13,10,56
2020-06-14,10,35
2020-06-15,10,76
2020-06-16,10,63
2020-06-17,10,41
2020-03-07,11,1
2020-03-08,11,0
2020-03-09,11,3
2020-03-10,11,0
2020-03-11,11,6
2020-03-12,11,0
2020-03-13,11,0
2020-03-14,11,6
2020-03-15,11,1
2020-03-16,11,5
2020-03-17,11,9
2020-03-18,11,5
2020-03-19,11,3
2020-03-20,11,32
2020-03-21,11,6
2020-03-22,11,21
2020-03-23,11,18
2020-03-24,11,21
2020-03-25,11,46
2020-03-26,11,48
2020-03-27,11,36
2020-03-28,11,37
2020-03-29,11,38
2020-03-30,11,59
2020-03-31,11,94
2020-04-01,11,91
2020-04-02,11,67
2020-04-03,11,104
2020-04-04,11,145
2020-04-05,11,96
2020-04-06,11,99
2020-04-07,11,114
2020-04-08,11,229
2020-04-09,11,83
2020-04-10,11,137
2020-04-11,11,118
2020-04-12,11,97
2020-04-13,11,80
2020-04-14,11,103
2020-04-15,11,139
2020-04-16,11,153
2020-04-17,11,126
2020-04-18,11,190
2020-04-19,11,127
2020-04-20,11,134
2020-04-21,11,171
2020-04-22,11,108
2020-04-23,11,155
2020-04-24,11,167
2020-04-25,11,171
2020-04-26,11,142
2020-04-27,11,51
2020-04-28,11,102
2020-04-29,11,112
2020-04-30,11,217
2020-05-01,11,335
2020-05-02,11,139
2020-05-03,11,219
2020-05-04,11,154
2020-05-05,11,152
2020-05-06,11,139
2020-05-07,11,193
2020-05-08,11,245
2020-05-09,11,203
2020-05-10,11,170
2020-05-11,11,117
2020-05-12,11,96
2020-05-13,11,99
2020-05-14,11,152
2020-05-15,11,135
2020-05-16,11,171
2020-05-17,11,81
2020-05-18,11,147
2020-05-19,11,164
2020-05-20,11,117
2020-05-21,11,237
2020-05-22,11,105
2020-05-23,11,73
2020-05-24,11,144
2020-05-25,11,115
2020-05-26,11,109
2020-05-27,11,72
2020-05-28,11,86
2020-05-29,11,46
2020-05-30,11,179
2020-05-31,11,84
2020-06-01,11,56
2020-06-02,11,29
2020-06-03,11,130
2020-06-04,11,104
2020-06-05,11,79
2020-06-06,11,70
2020-06-07,11,63
2020-06-08,11,57
2020-06-09,11,85
2020-06-10,11,63
2020-06-11,11,52
2020-06-12,11,65
2020-06-13,11,55
2020-06-14,11,58
2020-06-15,11,32
2020-06-16,11,19
2020-06-17,11,29
2020-03-01,12,2
2020-03-02,12,0
2020-03-03,12,1
2020-03-04,12,0
2020-03-05,12,1
2020-03-06,12,3
2020-03-07,12,5
2020-03-08,12,1
2020-03-09,12,1
2020-03-10,12,9
2020-03-11,12,3
2020-03-12,12,20
2020-03-13,12,24
2020-03-14,12,0
2020-03-15,12,39
2020-03-16,12,32
2020-03-17,12,69
2020-03-18,12,116
2020-03-19,12,108
2020-03-20,12,130
2020-03-21,12,200
2020-03-22,12,236
2020-03-23,12,222
2020-03-24,12,245
2020-03-25,12,498
2020-03-26,12,512
2020-03-27,12,721
2020-03-28,12,840
2020-03-29,12,904
2020-03-30,12,752
2020-03-31,12,1047
2020-04-01,12,1024
2020-04-02,12,1235
2020-04-03,12,1260
2020-04-04,12,1277
2020-04-05,12,805
2020-04-06,12,1279
2020-04-07,12,1118
2020-04-08,12,951
2020-04-09,12,1129
2020-04-10,12,1141
2020-04-11,12,1018
2020-04-12,12,877
2020-04-13,12,1156
2020-04-14,12,609
2020-04-15,12,906
2020-04-16,12,806
2020-04-17,12,1413
2020-04-18,12,739
2020-04-19,12,822
2020-04-20,12,744
2020-04-21,12,811
2020-04-22,12,440
2020-04-23,12,1339
2020-04-24,12,885
2020-04-25,12,306
2020-04-26,12,689
2020-04-27,12,610
2020-04-28,12,708
2020-04-29,12,347
2020-04-30,12,498
2020-05-01,12,1037
2020-05-02,12,735
2020-05-03,12,615
2020-05-04,12,819
2020-05-05,12,542
2020-05-06,12,563
2020-05-07,12,826
2020-05-08,12,371
2020-05-09,12,802
2020-05-10,12,595
2020-05-11,12,386
2020-05-12,12,941
2020-05-13,12,479
2020-05-14,12,808
2020-05-15,12,928
2020-05-16,12,673
2020-05-17,12,777
2020-05-18,12,854
2020-05-19,12,502
2020-05-20,12,527
2020-05-21,12,1204
2020-05-22,12,776
2020-05-23,12,676
2020-05-24,12,740
2020-05-25,12,879
2020-05-26,12,509
2020-05-27,12,379
2020-05-28,12,651
2020-05-29,12,1212
2020-05-30,12,927
2020-05-31,12,739
2020-06-01,12,667
2020-06-02,12,617
2020-06-03,12,1317
2020-06-04,12,1419
2020-06-05,12,1305
2020-06-06,12,1270
2020-06-07,12,1180
2020-06-08,12,966
2020-06-09,12,1096
2020-06-10,12,1371
2020-06-11,12,1698
2020-06-12,12,1902
2020-06-13,12,2581
2020-06-14,12,2016
2020-06-15,12,1758
2020-06-16,12,2783
2020-06-17,12,2610
2020-03-02,13,2
2020-03-03,13,0
2020-03-04,13,0
2020-03-05,13,0
2020-03-06,13,1
2020-03-07,13,4
2020-03-08,13,4
2020-03-09,13,6
2020-03-10,13,5
2020-03-11,13,9
2020-03-12,13,0
2020-03-13,13,10
2020-03-14,13,24
2020-03-15,13,32
2020-03-16,13,21
2020-03-17,13,24
2020-03-18,13,51
2020-03-19,13,89
2020-03-20,13,200
2020-03-21,13,70
2020-03-22,13,68
2020-03-23,13,180
2020-03-24,13,295
2020-03-25,13,290
2020-03-26,13,256
2020-03-27,13,557
2020-03-28,13,249
2020-03-29,13,236
2020-03-30,13,349
2020-03-31,13,1084
2020-04-01,13,631
2020-04-02,13,697
2020-04-03,13,523
2020-04-04,13,416
2020-04-05,13,359
2020-04-06,13,816
2020-04-07,13,1598
2020-04-08,13,1048
2020-04-09,13,681
2020-04-10,13,974
2020-04-11,13,402
2020-04-12,13,-158
2020-04-13,13,1022
2020-04-14,13,788
2020-04-15,13,670
2020-04-16,13,1061
2020-04-17,13,1014
2020-04-18,13,356
2020-04-19,13,605
2020-04-20,13,828
2020-04-21,13,742
2020-04-22,13,910
2020-04-23,13,806
2020-04-24,13,670
2020-04-25,13,650
2020-04-26,13,234
2020-04-27,13,770
2020-04-28,13,378
2020-04-29,13,693
2020-04-30,13,1131
2020-05-01,13,1005
2020-05-02,13,832
2020-05-03,13,350
2020-05-04,13,732
2020-05-05,13,526
2020-05-06,13,848
2020-05-07,13,800
2020-05-08,13,565
2020-05-09,13,392
2020-05-10,13,786
2020-05-11,13,181
2020-05-12,13,863
2020-05-13,13,555
2020-05-14,13,556
2020-05-15,13,820
2020-05-16,13,413
2020-05-17,13,299
2020-05-18,13,680
2020-05-19,13,580
2020-05-20,13,948
2020-05-21,13,807
2020-05-22,13,765
2020-05-23,13,674
2020-05-24,13,581
2020-05-25,13,425
2020-05-26,13,652
2020-05-27,13,647
2020-05-28,13,650
2020-05-29,13,525
2020-05-30,13,448
2020-05-31,13,715
2020-06-01,13,706
2020-06-02,13,306
2020-06-03,13,648
2020-06-04,13,817
2020-06-05,13,752
2020-06-06,13,663
2020-06-07,13,428
2020-06-08,13,624
2020-06-09,13,774
2020-06-10,13,696
2020-06-11,13,867
2020-06-12,13,869
2020-06-13,13,977
2020-06-14,13,696
2020-06-15,13,631
2020-06-16,13,797
2020-06-17,13,915
2020-03-06,15,1
2020-03-07,15,0
2020-03-08,15,1
2020-03-09,15,0
2020-03-10,15,0
2020-03-11,15,0
2020-03-12,15,0
2020-03-13,15,0
2020-03-14,15,2
2020-03-15,15,3
2020-03-16,15,3
2020-03-17,15,4
2020-03-18,15,2
2020-03-19,15,10
2020-03-20,15,11
2020-03-21,15,11
2020-03-22,15,8
2020-03-23,15,21
2020-03-24,15,13
2020-03-25,15,5
2020-03-26,15,11
2020-03-27,15,14
2020-03-28,15,31
2020-03-29,15,24
2020-03-30,15,29
2020-03-31,15,20
2020-04-01,15,34
2020-04-02,15,25
2020-04-03,15,34
2020-04-04,15,32
2020-04-05,15,20
2020-04-06,15,16
2020-04-07,15,23
2020-04-08,15,25
2020-04-09,15,7
2020-04-10,15,23
2020-04-11,15,21
2020-04-12,15,13
2020-04-13,15,5
2020-04-14,15,9
2020-04-15,15,13
2020-04-16,15,11
2020-04-17,15,12
2020-04-18,15,21
2020-04-19,15,6
2020-04-20,15,4
2020-04-21,15,2
2020-04-22,15,6
2020-04-23,15,4
