forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.050,7957,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.100,8782,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.150,9338,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.200,9780,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.250,10160,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.300,10500,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.350,10816,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.400,11115,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.450,11404,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.500,11689,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.550,11973,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.600,12262,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.650,12562,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.700,12877,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.750,13218,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.800,13597,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.850,14040,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.900,14596,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.950,15420,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.975,16135,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,AT,quantile,0.99,16966,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,point,NA,11213,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.010,4616,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.025,5655,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.050,6549,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.100,7579,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.150,8275,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.200,8827,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.250,9302,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.300,9727,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.350,10122,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.400,10496,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.450,10858,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.500,11213,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.550,11569,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.600,11930,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.650,12304,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.700,12699,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.750,13124,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.800,13599,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.850,14151,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.900,14847,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.950,15877,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.975,16771,forecast
2021-10-04,3 wk ahead inc case,2021-10-23,AT,quantile,0.99,17810,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,point,NA,10744,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.010,2828,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.025,4074,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.050,5146,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.100,6383,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.150,7217,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.200,7881,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.250,8450,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.300,8961,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.350,9434,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.400,9883,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.450,10317,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.500,10744,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.550,11170,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.600,11604,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.650,12053,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.700,12526,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.750,13037,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.800,13606,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.850,14270,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.900,15104,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.950,16341,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.975,17413,forecast
2021-10-04,4 wk ahead inc case,2021-10-30,AT,quantile,0.99,18659,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,point,NA,53,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.010,0,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.025,8,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.050,15,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.100,24,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.150,29,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.200,34,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.250,37,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.300,41,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.350,44,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.400,47,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.450,50,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.500,53,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.550,56,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.600,58,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.650,61,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.700,65,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.750,68,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.800,72,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.850,76,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.900,82,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.950,90,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.975,97,forecast
2021-10-04,1 wk ahead inc death,2021-10-09,BE,quantile,0.99,105,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,point,NA,50,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.010,0,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.025,0,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.050,0,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.100,11,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.150,18,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.200,24,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.250,29,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.300,34,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.350,38,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.400,42,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.450,46,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.500,50,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.550,53,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.600,57,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.650,61,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.700,66,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.750,70,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.800,75,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.850,81,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.900,88,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.950,99,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.975,109,forecast
2021-10-04,2 wk ahead inc death,2021-10-16,BE,quantile,0.99,120,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,point,NA,46,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.010,0,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.025,0,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.050,0,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.100,0,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.150,7,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.200,14,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.250,20,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.300,26,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.350,31,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.400,36,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.450,41,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.500,46,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.550,51,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.600,55,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.650,60,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.700,66,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.750,71,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.800,78,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.850,85,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.900,94,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.950,108,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.975,120,forecast
2021-10-04,3 wk ahead inc death,2021-10-23,BE,quantile,0.99,134,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,point,NA,42,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.010,0,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.025,0,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.050,0,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.100,0,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.150,0,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.200,4,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.250,12,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.300,18,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.350,25,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.400,31,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.450,36,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.500,42,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.550,48,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.600,54,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.650,60,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.700,66,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.750,73,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.800,80,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.850,89,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.900,100,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.950,117,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.975,131,forecast
2021-10-04,4 wk ahead inc death,2021-10-30,BE,quantile,0.99,148,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,point,NA,11686,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.010,5737,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.025,6674,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.050,7479,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.100,8409,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.150,9036,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.200,9534,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.250,9962,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.300,10346,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.350,10702,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.400,11039,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.450,11365,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.500,11686,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.550,12006,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.600,12332,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.650,12670,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.700,13025,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.750,13409,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.800,13837,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.850,14336,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.900,14963,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.950,15892,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.975,16698,forecast
2021-10-04,1 wk ahead inc case,2021-10-09,BE,quantile,0.99,17635,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,point,NA,10716,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.010,2785,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.025,4034,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.050,5108,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.100,6347,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.150,7183,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.200,7848,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.250,8418,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.300,8930,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.350,9404,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.400,9854,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.450,10289,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.500,10716,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.550,11144,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.600,11579,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.650,12028,forecast
2021-10-04,2 wk ahead inc case,2021-10-16,BE,quantile,0.700,12503,forecast
